Genus,Species,Host,Year
heterodera,filipjevi,Wheat,2023
heterodera,filipjevi,Wheat,2016
heterodera,filipjevi,Wheat,2019
heterodera,filipjevi,Wheat,2012
heterodera,filipjevi,Wheat,2016
heterodera,filipjevi,Barley,2016
heterodera,filipjevi,Oat,2016
heterodera,filipjevi,Hordeum vulgare,2016
heterodera,filipjevi,Avena sativa,2016
heterodera,filipjevi,Triticum aestivum,2016
heterodera,filipjevi,Wheat,2019
heterodera,filipjevi,Wheat,2022
heterodera,filipjevi,Triticum aestivum,2018
heterodera,filipjevi,Wheat,2018
heterodera,filipjevi,Wheat,2019
heterodera,filipjevi,Triticum aestivum,2012
heterodera,filipjevi,Maize,2012
heterodera,filipjevi,Wheat,2012
heterodera,filipjevi,Wheat,2016
heterodera,filipjevi,Lemon,2021
heterodera,filipjevi,Triticum aestivum,2021
heterodera,filipjevi,Wheat,2021
heterodera,filipjevi,Oat,2006
heterodera,filipjevi,Rye,2006
heterodera,filipjevi,Grass,2006
heterodera,filipjevi,Barley,2006
heterodera,filipjevi,Lemon,2012
heterodera,filipjevi,Wheat,2012
heterodera,filipjevi,Lemon,2023
heterodera,filipjevi,Triticum aestivum,2023
heterodera,filipjevi,Wheat,2023
heterodera,galeopsidis,Potato,1961
heterodera,galeopsidis,Carrot,1961
heterodera,galeopsidis,Beet,1961
heterodera,galeopsidis,Clover,1961
heterodera,galeopsidis,Potato,1961
heterodera,galeopsidis,Carrot,1961
heterodera,galeopsidis,Beet,1961
heterodera,galeopsidis,Clover,1961
heterodera,glycines,Glycine max,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2020
heterodera,glycines,Cotton,2020
heterodera,glycines,Glycine max,2020
heterodera,glycines,Gossypium hirsutum,2020
heterodera,glycines,Soybean,2020
heterodera,glycines,Alfalfa,2021
heterodera,glycines,Bean,2021
heterodera,glycines,Ryegrass,2021
heterodera,glycines,Glycine max,2021
heterodera,glycines,Medicago sativa,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Phaseolus vulgaris,2021
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2021
heterodera,glycines,Glycine max,2020
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2023
heterodera,glycines,Phaseolus vulgaris,2022
heterodera,glycines,Bean,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2023
heterodera,glycines,Soybean,2021
heterodera,glycines,Cotton,2022
heterodera,glycines,Glycine max,2022
heterodera,glycines,Gossypium hirsutum,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,1987
heterodera,glycines,Glycine max,1991
heterodera,glycines,Soybean,1991
heterodera,glycines,Peanut,1988
heterodera,glycines,Vigna unguiculata,1988
heterodera,glycines,Gossypium hirsutum,1988
heterodera,glycines,Soybean,1988
heterodera,glycines,Glycine max,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Glycine max,1995
heterodera,glycines,Sorghum,1995
heterodera,glycines,Soybean,1995
heterodera,glycines,Peanut,1992
heterodera,glycines,Glycine max,1992
heterodera,glycines,Solanum melongena,1992
heterodera,glycines,Arachis hypogaea,1992
heterodera,glycines,Soybean,1992
heterodera,glycines,Eggplant,1992
heterodera,glycines,Glycine max,1998
heterodera,glycines,Soybean,1998
heterodera,glycines,Tomato,1997
heterodera,glycines,Glycine max,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Tomato,2005
heterodera,glycines,Soybean,1993
heterodera,glycines,Soybean,1988
heterodera,glycines,Peanut,1988
heterodera,glycines,Arachis hypogaea,1988
heterodera,glycines,Peanut,2019
heterodera,glycines,Cotton,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,1998
heterodera,glycines,Soybean,2010
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2007
heterodera,glycines,Soybean,1998
heterodera,glycines,Glycine max,1993
heterodera,glycines,Soybean,1993
heterodera,glycines,Soybean,1986
heterodera,glycines,Glycine max,1987
heterodera,glycines,Alfalfa,1987
heterodera,glycines,Soybean,1987
heterodera,glycines,Soybean,1987
heterodera,glycines,Corn,1989
heterodera,glycines,Soybean,1989
heterodera,glycines,Soybean,2003
heterodera,glycines,Corn,1988
heterodera,glycines,Glycine max,1988
heterodera,glycines,Soybean,1988
heterodera,glycines,Potato,1999
heterodera,glycines,Soybean,1999
heterodera,glycines,Soybean,1996
heterodera,glycines,Glycine max,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,1986
heterodera,glycines,Peanut,2009
heterodera,glycines,Cotton,2009
heterodera,glycines,Corn,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Sugarcane,2015
heterodera,glycines,Tomato,1997
heterodera,glycines,Soybean,1997
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2019
heterodera,glycines,Tomato,2022
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2000
heterodera,glycines,Soybean,1991
heterodera,glycines,Corn,1991
heterodera,glycines,Sorghum,1991
heterodera,glycines,Soybean,1991
heterodera,glycines,Soybean,1995
heterodera,glycines,Pepper,2018
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2003
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2012
heterodera,glycines,Glycine max,2019
heterodera,glycines,Tea,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Tomato,2019
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2019
heterodera,glycines,Corn,2019
heterodera,glycines,Alfalfa,2019
heterodera,glycines,Tomato,2019
heterodera,glycines,Beet,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Sugar Beet,2019
heterodera,glycines,Clover,2019
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2019
heterodera,glycines,Gossypium hirsutum,2017
heterodera,glycines,Glycine max,2017
heterodera,glycines,Soybean,2008
heterodera,glycines,Glycine max,1991
heterodera,glycines,Soybean,1991
heterodera,glycines,Beet,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2016
heterodera,glycines,Sugar Beet,2022
heterodera,glycines,Beet,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2003
heterodera,glycines,Soybean,2008
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2023
heterodera,glycines,Glycine max,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Beet,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Clover,2017
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2002
heterodera,glycines,Sugar Beet,2009
heterodera,glycines,Beet,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2017
heterodera,glycines,Rice,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Beet,2012
heterodera,glycines,Soybean,2012
heterodera,glycines,Soybean,2009
heterodera,glycines,Cotton,2012
heterodera,glycines,Soybean,2012
heterodera,glycines,Corn,2011
heterodera,glycines,Soybean,2011
heterodera,glycines,Glycine max,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2004
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2009
heterodera,glycines,Glycine max,2006
heterodera,glycines,Soybean,2006
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2013
heterodera,glycines,Soybean,2004
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2023
heterodera,glycines,Glycine max,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2013
heterodera,glycines,Soybean,2015
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2006
heterodera,glycines,Soybean,2001
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,1999
heterodera,glycines,Sugar Beet,2017
heterodera,glycines,Beet,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2019
heterodera,glycines,Glycine max,2000
heterodera,glycines,Soybean,2000
heterodera,glycines,Soybean,2009
heterodera,glycines,Wheat,2020
heterodera,glycines,Potato,2020
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2017
heterodera,glycines,Glycine max,2005
heterodera,glycines,Soybean,2005
heterodera,glycines,Glycine max,2006
heterodera,glycines,Soybean,2006
heterodera,glycines,Glycine max,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Gossypium hirsutum,2017
heterodera,glycines,Glycine max,2017
heterodera,glycines,Soybean,2021
heterodera,glycines,Sugar Beet,2018
heterodera,glycines,Beet,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Sugar Beet,2008
heterodera,glycines,Beet,2008
heterodera,glycines,Soybean,2008
heterodera,glycines,Soybean,2015
heterodera,glycines,Glycine max,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2005
heterodera,glycines,Glycine max,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2014
heterodera,glycines,Onion,2007
heterodera,glycines,Soybean,2007
heterodera,glycines,Soybean,2020
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Glycine max,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2018
heterodera,glycines,Cotton,2022
heterodera,glycines,Cabbage,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2007
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2007
heterodera,glycines,Wheat,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Saccharum officinalis,2021
heterodera,glycines,Beta vulgaris,2021
heterodera,glycines,Brassica rapa,2021
heterodera,glycines,Oryza sativa,2021
heterodera,glycines,Sorghum,2021
heterodera,glycines,Glycine max,2021
heterodera,glycines,Solanum tuberosum,2021
heterodera,glycines,Gossypium hirsutum,2021
heterodera,glycines,Solanum lycopersicum,2021
heterodera,glycines,Hordeum vulgare,2021
heterodera,glycines,Triticum aestivum,2021
heterodera,glycines,Phaseolus vulgaris,2016
heterodera,glycines,Bean,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Glycine max,2019
heterodera,glycines,Glycine soja,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Glycine max,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Beet,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2002
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Glycine max,2001
heterodera,glycines,Soybean,2001
heterodera,glycines,Soybean,2018
heterodera,glycines,Glycine max,2020
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2015
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2005
heterodera,glycines,Soybean,2011
heterodera,glycines,Corn,2019
heterodera,glycines,Glycine max,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Glycine max,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Nicotiana benthamiana,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Glycine max,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2013
heterodera,glycines,Soybean,2014
heterodera,glycines,Glycine max,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2012
heterodera,glycines,Soybean,2020
heterodera,glycines,Glycine max,2015
heterodera,glycines,Soybean,2015
heterodera,glycines,Sugar Beet,2004
heterodera,glycines,Beet,2004
heterodera,glycines,Soybean,2004
heterodera,glycines,Sugar Beet,2016
heterodera,glycines,Beet,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Corn,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2020
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2007
heterodera,glycines,Soybean,2007
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2019
heterodera,glycines,Glycine max,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Cotton,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2006
heterodera,glycines,Glycine max,2019
heterodera,glycines,Glycine max,2007
heterodera,glycines,Soybean,2007
heterodera,glycines,Soybean,2011
heterodera,glycines,Soybean,2008
heterodera,glycines,Glycine max,2011
heterodera,glycines,Soybean,2011
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2006
heterodera,glycines,Glycine max,2003
heterodera,glycines,Soybean,2003
heterodera,glycines,Corn,2017
heterodera,glycines,Pepper,2017
heterodera,glycines,Glycine max,2017
heterodera,glycines,Cucumis sativus,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Cucumber,2017
heterodera,glycines,Soybean,2013
heterodera,glycines,Soybean,2001
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2020
heterodera,glycines,Tomato,2005
heterodera,glycines,Cucumis melo,2002
heterodera,glycines,Soybean,2002
heterodera,glycines,Tomato,2010
heterodera,glycines,Brassica juncea,2010
heterodera,glycines,Trifolium hybridum,2001
heterodera,glycines,Trifolium repens,2001
heterodera,glycines,Glycine max,2001
heterodera,glycines,Trifolium pratense,2001
heterodera,glycines,Medicago sativa,2001
heterodera,glycines,Soybean,2001
heterodera,glycines,Pisum sativum,2001
heterodera,glycines,Potato,2004
heterodera,glycines,Soybean,2004
heterodera,glycines,Bean,2023
heterodera,glycines,Soybean,2018
heterodera,glycines,Glycine max,2020
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2004
heterodera,glycines,Pine,1994
heterodera,glycines,Tomato,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2019
heterodera,glycines,Glycine max,1988
heterodera,glycines,Soybean,1988
heterodera,glycines,Soybean,2005
heterodera,glycines,Soybean,1975
heterodera,glycines,Phaseolus vulgaris,2010
heterodera,glycines,Bean,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Phaseolus vulgaris,2010
heterodera,glycines,Bean,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2019
heterodera,glycines,Glycine max,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Ryegrass,1991
heterodera,glycines,Wheat,1991
heterodera,glycines,Glycine max,1991
heterodera,glycines,Rye,1991
heterodera,glycines,Soybean,1991
heterodera,glycines,Triticum aestivum,1991
heterodera,glycines,Grass,1991
heterodera,glycines,Soybean,2008
heterodera,glycines,Acacia,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2005
heterodera,glycines,Soybean,2005
heterodera,glycines,Glycine max,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Glycine max,1985
heterodera,glycines,Soybean,1985
heterodera,glycines,Glycine max,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Glycine max,2001
heterodera,glycines,Soybean,2001
heterodera,glycines,Corn,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,1968
heterodera,glycines,Bean,1997
heterodera,glycines,Vigna angularis,1997
heterodera,glycines,Soybean,1997
heterodera,glycines,Glycine max,1997
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2008
heterodera,glycines,Cabbage,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,1999
heterodera,glycines,Soybean,2009
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Peanut,2022
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Gossypium hirsutum,2016
heterodera,glycines,Glycine max,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Tobacco,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2004
heterodera,glycines,Bean,2012
heterodera,glycines,Soybean,2012
heterodera,glycines,Bean,1988
heterodera,glycines,Soya,1988
heterodera,glycines,Peanut,2013
heterodera,glycines,Glycine max,2013
heterodera,glycines,Soybean,2013
heterodera,glycines,Soybean,2002
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2017
heterodera,glycines,Rice,2000
heterodera,glycines,Pineapple,2000
heterodera,glycines,Cowpea,2000
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,1986
heterodera,glycines,Corn,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2017
heterodera,glycines,Glycine max,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2018
heterodera,glycines,Tomato,1977
heterodera,glycines,Corn,2005
heterodera,glycines,Wheat,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2002
heterodera,glycines,Soybean,2002
heterodera,glycines,Soybean,2011
heterodera,glycines,Glycine max,2015
heterodera,glycines,Pine,2015
heterodera,glycines,Soybean,2015
heterodera,glycines,Soybean,2007
heterodera,glycines,Alfalfa,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Radish,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2023
heterodera,glycines,Glycine max,1982
heterodera,glycines,Soybean,1982
heterodera,glycines,Soybean,2020
heterodera,glycines,Glycine max,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2008
heterodera,glycines,Glycine max,1990
heterodera,glycines,Soybean,1990
heterodera,glycines,Tomato,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Tomato,2011
heterodera,glycines,Bean,2011
heterodera,glycines,Soybean,2011
heterodera,glycines,Bean,1999
heterodera,glycines,Glycine max,1999
heterodera,glycines,Soybean,1999
heterodera,glycines,Phaseolus vulgaris,1999
heterodera,glycines,Cauliflower,1999
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Corn,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Glycine max,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2000
heterodera,glycines,Soybean,2001
heterodera,glycines,Soybean,1997
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,1991
heterodera,glycines,Soybean,1991
heterodera,glycines,Corn,1998
heterodera,glycines,Glycine max,1998
heterodera,glycines,Soybean,1998
heterodera,glycines,Corn,2005
heterodera,glycines,Soybean,2005
heterodera,glycines,Nicotiana benthamiana,2022
heterodera,glycines,Rice,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Barley,2022
heterodera,glycines,Soybean,2006
heterodera,glycines,Corn,2001
heterodera,glycines,Soybean,2001
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2004
heterodera,glycines,Maize,2015
heterodera,glycines,Soybean,2015
heterodera,glycines,Glycine max,2015
heterodera,glycines,Soybean,2014
heterodera,glycines,Wheat,2021
heterodera,glycines,Triticum aestivum,2021
heterodera,glycines,Glycine max,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Medicago truncatula,2016
heterodera,glycines,Medicago sativa,2016
heterodera,glycines,Medicago plants,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2005
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Corn,2001
heterodera,glycines,Glycine max,2001
heterodera,glycines,Soybean,2001
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,1996
heterodera,glycines,Soybean,1994
heterodera,glycines,Bean,2002
heterodera,glycines,Beet,2002
heterodera,glycines,Soybean,2002
heterodera,glycines,Potato,2002
heterodera,glycines,Sugar Beet,2002
heterodera,glycines,Tobacco,1975
heterodera,glycines,Soybean,1975
heterodera,glycines,Soybean,2012
heterodera,glycines,Glycine max,2011
heterodera,glycines,Soybean,2011
heterodera,glycines,Bean,1999
heterodera,glycines,Vigna angularis,1999
heterodera,glycines,Soybean,1999
heterodera,glycines,Glycine max,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Corn,2016
heterodera,glycines,Glycine max,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2010
heterodera,glycines,Glycine max,1995
heterodera,glycines,Soybean,1995
heterodera,glycines,Corn,2017
heterodera,glycines,Glycine max,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2005
heterodera,glycines,Glycine max,1980
heterodera,glycines,Soybean,1980
heterodera,glycines,Corn,2009
heterodera,glycines,Soybean,2009
heterodera,glycines,Corn,2019
heterodera,glycines,Bean,2019
heterodera,glycines,Soya,2019
heterodera,glycines,Soybean,1989
heterodera,glycines,Nicotiana tabacum,2015
heterodera,glycines,Glycine max,2015
heterodera,glycines,Soybean,2005
heterodera,glycines,Soybean,2008
heterodera,glycines,Soybean,2009
heterodera,glycines,Soybean,2013
heterodera,glycines,Glycine max,2008
heterodera,glycines,Soybean,2008
heterodera,glycines,Wheat,2019
heterodera,glycines,Glycine max,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Triticum aestivum,2019
heterodera,glycines,Brassica juncea,2019
heterodera,glycines,Beta vulgaris,2021
heterodera,glycines,Rice,2021
heterodera,glycines,Saccharum officinalis,2021
heterodera,glycines,Cassava,2021
heterodera,glycines,Wheat,2021
heterodera,glycines,Palm,2021
heterodera,glycines,Sugarcane,2021
heterodera,glycines,Triticum aestivum,2021
heterodera,glycines,Brassica rapa,2021
heterodera,glycines,Solanum tuberosum,2021
heterodera,glycines,Beet,2021
heterodera,glycines,Solanum lycopersicum,2021
heterodera,glycines,Potato,2021
heterodera,glycines,Tomato,2021
heterodera,glycines,Oryza sativa,2021
heterodera,glycines,Sorghum,2021
heterodera,glycines,Glycine max,2021
heterodera,glycines,Maize,2021
heterodera,glycines,Sugar Beet,2021
heterodera,glycines,Soybean,2002
heterodera,glycines,Glycine max,1994
heterodera,glycines,Soybean,1994
heterodera,glycines,Glycine max,2018
heterodera,glycines,Soybean,2018
heterodera,glycines,Soybean,2021
heterodera,glycines,Glycine max,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Vigna radiata,2021
heterodera,glycines,Bean,2021
heterodera,glycines,Mung Bean,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Potato,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Soybean,2011
heterodera,glycines,Glycine max,2008
heterodera,glycines,Soybean,2008
heterodera,glycines,Glycine max,2017
heterodera,glycines,Tobacco,2017
heterodera,glycines,Soybean,2017
heterodera,glycines,Wheat,1997
heterodera,glycines,Soybean,1997
heterodera,glycines,Soybean,2020
heterodera,glycines,Glycine species,2020
heterodera,glycines,Glycine max,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Corn,2013
heterodera,glycines,Hemp,2013
heterodera,glycines,Beta vulgaris,2013
heterodera,glycines,Beet,2013
heterodera,glycines,Glycine max,2013
heterodera,glycines,Canola,2013
heterodera,glycines,Soybean,2013
heterodera,glycines,Sugar Beet,2013
heterodera,glycines,Brassica napus,2013
heterodera,glycines,Glycine max,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2004
heterodera,glycines,Soybean,2018
heterodera,glycines,Glycine max,2012
heterodera,glycines,Soybean,2012
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2004
heterodera,glycines,Soybean,2003
heterodera,glycines,Corn,2008
heterodera,glycines,Hemp,2008
heterodera,glycines,Ryegrass,2008
heterodera,glycines,Soybean,2008
heterodera,glycines,Clover,2008
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Corn,2019
heterodera,glycines,Glycine max,2019
heterodera,glycines,Soybean,2019
heterodera,glycines,Cabbage,2017
heterodera,glycines,Potato,1977
heterodera,glycines,Bean,1977
heterodera,glycines,Soybean,1977
heterodera,glycines,Corn,2016
heterodera,glycines,Glycine max,2016
heterodera,glycines,Soybean,2016
heterodera,glycines,Bean,2022
heterodera,glycines,Phaseolus spp,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Glycine max,2022
heterodera,glycines,Glycine max,2010
heterodera,glycines,Soybean,2010
heterodera,glycines,Soybean,1994
heterodera,glycines,Glycine max,2011
heterodera,glycines,Ryegrass,2011
heterodera,glycines,Soybean,2011
heterodera,glycines,Lemon,2014
heterodera,glycines,Glycine max,2014
heterodera,glycines,Soybean,2014
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2017
heterodera,glycines,Soybean,2020
heterodera,glycines,Alfalfa,2003
heterodera,glycines,Oat,2003
heterodera,glycines,Soybean,2003
heterodera,glycines,Clover,2003
heterodera,glycines,Avena strigosa,2003
heterodera,glycines,Oat,2005
heterodera,glycines,Bean,2005
heterodera,glycines,Corn,2005
heterodera,glycines,Chickpea,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Wheat,2004
heterodera,glycines,Oat,2004
heterodera,glycines,Soybean,2004
heterodera,glycines,Clover,2004
heterodera,glycines,Avena strigosa,2004
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2019
heterodera,glycines,Soybean,2004
heterodera,glycines,Bean,2013
heterodera,glycines,Soybean,2013
heterodera,glycines,Soybean,1992
heterodera,glycines,Bean,2015
heterodera,glycines,Soybean,2015
heterodera,glycines,Bean,2022
heterodera,glycines,Mung Bean,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Lemon,2020
heterodera,glycines,Soybean,2022
heterodera,glycines,Alfalfa,2021
heterodera,glycines,Bean,2021
heterodera,glycines,Ryegrass,2021
heterodera,glycines,Glycine max,2021
heterodera,glycines,Medicago sativa,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Phaseolus vulgaris,2021
heterodera,glycines,Soybean,2023
heterodera,glycines,Soybean,2022
heterodera,glycines,Sugar Beet,2022
heterodera,glycines,Beet,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Corn,2022
heterodera,glycines,Glycine max,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2023
heterodera,glycines,Glycine max,2020
heterodera,glycines,Soybean,2020
heterodera,glycines,Soybean,2023
heterodera,glycines,Soybean,2023
heterodera,glycines,Soybean,2021
heterodera,glycines,Sugar Beet,2021
heterodera,glycines,Beet,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Soybean,2022
heterodera,glycines,Soybean,2021
heterodera,glycines,Ryegrass,2022
heterodera,glycines,Glycine max,2022
heterodera,glycines,Radish,2022
heterodera,glycines,Rye,2022
heterodera,glycines,Trifolium incarnatum,2022
heterodera,glycines,Soybean,2022
heterodera,glycines,Brassica juncea,2022
heterodera,glycines,Clover,2022
heterodera,glycines,Glycine max,2021
heterodera,glycines,Glycine soja,2021
heterodera,glycines,Soybean,2021
heterodera,glycines,Glycine max,2020
heterodera,glycines,Soybean,2020
heterodera,glycines,Pea,2021
heterodera,glycines,Brassica rapa,2021
heterodera,glycines,Bean,2021
heterodera,glycines,Ryegrass,2021
heterodera,glycines,Millet,2021
