Genus,Host,Count
longidorus,Brassica rapa,1
longidorus,Carrot,3
longidorus,Celery,1
longidorus,Cherry,5
longidorus,Citrus,18
longidorus,Citrus against,1
longidorus,Citrus also,1
longidorus,Citrus decline,1
longidorus,Citrus greening,1
longidorus,Citrus huanglongbing,2
longidorus,Citrus nobilis,1
longidorus,Citrus roots,1
longidorus,Citrus species,1
longidorus,Clover,5
longidorus,Corn,5
longidorus,Cowpea,2
longidorus,Cucumber,3
longidorus,Eggplant,1
longidorus,Fescue,1
longidorus,Fig,4
longidorus,Fragaria ananassa,1
longidorus,Fragaria vesca,1
longidorus,Grape,3
longidorus,Grass,9
longidorus,Lentil,1
longidorus,Lettuce,3
longidorus,Maize,1
longidorus,Malus domestica,1
longidorus,Nicotiana clevelandii,1
longidorus,Nicotiana tabacum,1
longidorus,Oak,3
longidorus,Olive,5
longidorus,Orange,2
longidorus,Palm,3
longidorus,Pea,2
longidorus,Peach,6
longidorus,Pepper,2
longidorus,Phaseolus vulgaris,1
longidorus,Pine,4
longidorus,Pinus taeda,2
longidorus,Plum,1
longidorus,Poplar,1
longidorus,Potato,11
longidorus,Prunus avium,1
longidorus,Prunus species,1
longidorus,Quercus crassipes,1
longidorus,Quercus hemisphaerica,1
longidorus,Quercus petraea,1
longidorus,Quercus robur,1
longidorus,Raspberry,29
longidorus,Rye,1
longidorus,Ryegrass,4
longidorus,Sorghum,1
longidorus,Soybean,2
longidorus,Spinach,2
longidorus,Strawberry,13
longidorus,Sugar Beet,12
longidorus,Taro,1
longidorus,Tobacco,6
longidorus,Tomato,29
longidorus,Trifolium repens,2
longidorus,Triticum aestivum,1
longidorus,Turnip,2
longidorus,Vitis vinifera,2
longidorus,Walnut,1
longidorus,Wheat,8
meloidogyne,Acacia,14
meloidogyne,Alfalfa,26
meloidogyne,Allium canadense,1
meloidogyne,Allium cepa,2
meloidogyne,Allium decline,1
meloidogyne,Allium porrum,2
meloidogyne,Allium sativium,2
meloidogyne,Allium sativum,11
meloidogyne,Allium spp,1
meloidogyne,Allium tuberosum,1
meloidogyne,Almond,23
meloidogyne,Apple,3
meloidogyne,Apricot,6
meloidogyne,Arachis contributes,1
meloidogyne,Arachis duranensis,1
meloidogyne,Arachis glabrata,2
meloidogyne,Arachis helodes,1
meloidogyne,Arachis hypogaea,12
meloidogyne,Arachis hypogea,2
meloidogyne,Arachis hypogeae,1
meloidogyne,Arachis pintoi,1
meloidogyne,Arachis prostrata,1
meloidogyne,Arachis species,1
meloidogyne,Arachis spp,3
meloidogyne,Arachis stenosperma,1
meloidogyne,Asparagus,3
meloidogyne,Avena fatua,1
meloidogyne,Avena first,1
meloidogyne,Avena sativa,6
meloidogyne,Avena spp,3
meloidogyne,Avena strigosa,4
meloidogyne,Avocado,2
meloidogyne,Banana,61
meloidogyne,Barley,34
meloidogyne,Bean,172
meloidogyne,Beet,40
meloidogyne,Beetroot,15
meloidogyne,Beta vulagaris,1
meloidogyne,Beta vulgaris,19
meloidogyne,Brassica alba,1
meloidogyne,Brassica campestris,8
meloidogyne,Brassica carinata,8
meloidogyne,Brassica compestris,1
meloidogyne,Brassica crop,1
meloidogyne,Brassica crops,2
meloidogyne,Brassica cultivars,1
meloidogyne,Brassica germinated,1
meloidogyne,Brassica hirta,2
meloidogyne,Brassica hosts,1
meloidogyne,Brassica juncea,15
meloidogyne,Brassica napus,10
meloidogyne,Brassica nigra,6
meloidogyne,Brassica oleracea,14
meloidogyne,Brassica oleraceae,2
meloidogyne,Brassica rapa,9
meloidogyne,Brassica residues,1
meloidogyne,Brassica roots,1
meloidogyne,Brassica rotation,1
meloidogyne,Brassica sinaica,2
meloidogyne,Brassica spp,2
meloidogyne,Broccoli,20
meloidogyne,Cabbage,49
meloidogyne,Cacao,3
meloidogyne,Canola,3
meloidogyne,Carnation,11
meloidogyne,Carrot,57
meloidogyne,Cashew,1
meloidogyne,Cassava,20
meloidogyne,Cauliflower,20
meloidogyne,Celery,4
meloidogyne,Cherry,11
meloidogyne,Chickpea,43
meloidogyne,Chrysanthemum,17
meloidogyne,Citrus,32
meloidogyne,Citrus aurantium,3
meloidogyne,Citrus limon,2
meloidogyne,Citrus nematode,2
meloidogyne,Citrus reticulata,2
meloidogyne,Citrus sinensis,5
meloidogyne,Citrus spp,1
meloidogyne,Clover,39
meloidogyne,Cocoa,1
meloidogyne,Coconut,6
meloidogyne,Coffea arabica,54
meloidogyne,Coffea canephora,12
meloidogyne,Coffea dewevrei,1
meloidogyne,Coffea liberica,1
meloidogyne,Coffea spp,3
meloidogyne,Coffee,113
meloidogyne,Corn,67
meloidogyne,Cotton,296
meloidogyne,Cowpea,101
meloidogyne,Cucumber,257
meloidogyne,Cucumis africanus,5
meloidogyne,Cucumis callosus,1
meloidogyne,Cucumis ficifolius,1
meloidogyne,Cucumis genotypes,1
meloidogyne,Cucumis hystrix,1
meloidogyne,Cucumis increased,1
meloidogyne,Cucumis melo,23
meloidogyne,Cucumis melovar,1
meloidogyne,Cucumis metuliferus,12
meloidogyne,Cucumis myriocarpus,9
meloidogyne,Cucumis prophetarum,1
meloidogyne,Cucumis pustulatus,1
meloidogyne,Cucumis reduced,1
meloidogyne,Cucumis sativa,1
meloidogyne,Cucumis sativus,57
meloidogyne,Cucumis species,3
meloidogyne,Cucumis spp,1
meloidogyne,Cucumis technologies,1
meloidogyne,Daucus carota,19
meloidogyne,Eggplant,122
meloidogyne,Eucalyptus,30
meloidogyne,Eucalyptus and,1
meloidogyne,Eucalyptus camaldulensis,3
meloidogyne,Eucalyptus chamadulonsis,2
meloidogyne,Eucalyptus citriodora,10
meloidogyne,Eucalyptus citrodiora,2
meloidogyne,Eucalyptus dunnii,1
meloidogyne,Eucalyptus exserta,1
meloidogyne,Eucalyptus extracts,2
meloidogyne,Eucalyptus globulas,1
meloidogyne,Eucalyptus globules,2
meloidogyne,Eucalyptus globulus,5
meloidogyne,Eucalyptus grandis,1
meloidogyne,Eucalyptus hybrida,1
meloidogyne,Eucalyptus meliodora,1
meloidogyne,Eucalyptus microtheca,1
meloidogyne,Eucalyptus spp,3
meloidogyne,Eucalyptus urophylla,1
meloidogyne,Faba Bean,6
meloidogyne,Fescue,6
meloidogyne,Fig,19
meloidogyne,Flax,4
meloidogyne,Fragaria ananassa,1
meloidogyne,Garlic,37
meloidogyne,Ginger,20
meloidogyne,Glycine max,76
meloidogyne,Glycine species,1
meloidogyne,Glycine wightii,1
meloidogyne,Gossypium barbadense,2
meloidogyne,Gossypium hirsutum,106
meloidogyne,Gossypium hirsuturn,1
meloidogyne,Gossypium spp,19
meloidogyne,Grape,31
meloidogyne,Grass,69
meloidogyne,Groundnut,23
meloidogyne,Hemp,26
meloidogyne,Hordeum vulgare,9
meloidogyne,Jute,3
meloidogyne,Kiwi,2
meloidogyne,Lactuca sativa,19
meloidogyne,Lactuca serriola,3
meloidogyne,Lemon,8
meloidogyne,Lentil,13
meloidogyne,Lettuce,66
meloidogyne,Lily,1
meloidogyne,Lycopersicon chilense,1
meloidogyne,Lycopersicon esculantum,2
meloidogyne,Lycopersicon esculenium,2
meloidogyne,Lycopersicon esculentum,121
meloidogyne,Lycopersicon esculentumcv,1
meloidogyne,Lycopersicon esculentus,1
meloidogyne,Lycopersicon escultentum,1
meloidogyne,Lycopersicon glandulosum,2
meloidogyne,Lycopersicon lycopersicum,3
meloidogyne,Lycopersicon peruvianum,11
meloidogyne,Lycopersicon pimpinellifolium,1
meloidogyne,Lycopersicon spp,1
meloidogyne,Maize,65
meloidogyne,Mango,10
meloidogyne,Maple,2
meloidogyne,Medicago gene,1
meloidogyne,Medicago lupulina,1
meloidogyne,Medicago sativa,8
meloidogyne,Medicago truncatula,7
meloidogyne,Millet,23
meloidogyne,Mung Bean,3
meloidogyne,Musa acuminata,5
meloidogyne,Musa basjoo,1
meloidogyne,Musa paradisiaca,1
meloidogyne,Musa spp,3
meloidogyne,Nicotiana arentsii,1
meloidogyne,Nicotiana attenuata,5
meloidogyne,Nicotiana benthamiana,21
meloidogyne,Nicotiana glauca,3
meloidogyne,Nicotiana nudicaulis,1
meloidogyne,Nicotiana plumbaginifolia,1
meloidogyne,Nicotiana repanda,1
meloidogyne,Nicotiana spp,1
meloidogyne,Nicotiana tabacum,38
meloidogyne,Oak,5
meloidogyne,Oat,35
meloidogyne,Olive,38
meloidogyne,Onion,20
meloidogyne,Orange,31
meloidogyne,Orchid,5
meloidogyne,Oryza barthii,2
meloidogyne,Oryza genotypes,2
meloidogyne,Oryza glumaepatula,2
meloidogyne,Oryza longistaminata,1
meloidogyne,Oryza officinalis,1
meloidogyne,Oryza rhizomatis,1
meloidogyne,Oryza sativa,29
meloidogyne,Oryza species,2
meloidogyne,Oryza spp,2
meloidogyne,Palm,10
meloidogyne,Papaya,19
meloidogyne,Pea,46
meloidogyne,Peach,71
meloidogyne,Peanut,52
meloidogyne,Pear,5
meloidogyne,Pecan,12
meloidogyne,Pepper,229
meloidogyne,Phaseolus atropurpureus,1
meloidogyne,Phaseolus lathyroides,1
meloidogyne,Phaseolus lunatus,6
meloidogyne,Phaseolus spp,1
meloidogyne,Phaseolus vulgaris,37
meloidogyne,Pigeon Pea,6
meloidogyne,Pine,11
meloidogyne,Pineapple,10
meloidogyne,Pinus clausa,1
meloidogyne,Pinus roxburghii,1
meloidogyne,Pisum sativum,11
meloidogyne,Plantain,4
meloidogyne,Plum,24
meloidogyne,Poplar,3
meloidogyne,Populus and,2
meloidogyne,Populus deltoides,1
meloidogyne,Populus tremula,1
meloidogyne,Potato,178
meloidogyne,Prunus accessions,2
meloidogyne,Prunus amygdalus,4
meloidogyne,Prunus and,1
meloidogyne,Prunus cerasifera,5
meloidogyne,Prunus davidiana,1
meloidogyne,Prunus domestica,2
meloidogyne,Prunus dulcis,1
meloidogyne,Prunus genus,1
meloidogyne,Prunus groves,1
meloidogyne,Prunus interspecific,1
meloidogyne,Prunus kansuensis,1
meloidogyne,Prunus map,2
meloidogyne,Prunus mume,1
meloidogyne,Prunus persica,14
meloidogyne,Prunus plants,1
meloidogyne,Prunus production,1
meloidogyne,Prunus reference,1
meloidogyne,Prunus rhizosphere,1
meloidogyne,Prunus rooted,1
meloidogyne,Prunus roots,2
meloidogyne,Prunus rootstocks,5
meloidogyne,Prunus salicina,2
meloidogyne,Prunus sogdiana,4
meloidogyne,Prunus species,4
meloidogyne,Prunus spp,9
meloidogyne,Quercus brantii,1
meloidogyne,Quercus laurifolia,1
meloidogyne,Quercus palustris,2
meloidogyne,Quercus species,1
meloidogyne,Quercus spp,1
meloidogyne,Radish,26
meloidogyne,Rapeseed,8
meloidogyne,Raspberry,1
meloidogyne,Rice,158
meloidogyne,Rose,20
meloidogyne,Rubber,2
meloidogyne,Rye,26
meloidogyne,Ryegrass,15
meloidogyne,Saccharum hybrid,1
meloidogyne,Saccharum spontaneum,1
meloidogyne,Saccharum spp,3
meloidogyne,Sesame,19
meloidogyne,Solanum accessions,2
meloidogyne,Solanum aethiopicum,5
meloidogyne,Solanum americanum,7
meloidogyne,Solanum arboreum,1
meloidogyne,Solanum arcanum,1
meloidogyne,Solanum asperolanatum,1
meloidogyne,Solanum auriculatum,2
meloidogyne,Solanum betaceum,1
meloidogyne,Solanum capsicoides,2
meloidogyne,Solanum elaeagnifolium,1
meloidogyne,Solanum esculentum,1
meloidogyne,Solanum gilo,1
meloidogyne,Solanum hirtum,1
meloidogyne,Solanum hybrid,1
meloidogyne,Solanum incanum,4
meloidogyne,Solanum lycocarpum,2
meloidogyne,Solanum lycopercicum,1
meloidogyne,Solanum lycopersicom,2
meloidogyne,Solanum lycopersicon,1
meloidogyne,Solanum lycopersicum,165
meloidogyne,Solanum macrocarpon,3
meloidogyne,Solanum mammosum,1
meloidogyne,Solanum melongena,42
meloidogyne,Solanum nigrum,15
meloidogyne,Solanum palinacanthum,2
meloidogyne,Solanum pennellii,2
meloidogyne,Solanum pimpinellifolium,3
meloidogyne,Solanum quitoense,3
meloidogyne,Solanum retroflexum,2
meloidogyne,Solanum root,1
meloidogyne,Solanum scuticumx,1
meloidogyne,Solanum sisymbriifolium,5
meloidogyne,Solanum sparsipilum,7
meloidogyne,Solanum species,6
meloidogyne,Solanum spp,3
meloidogyne,Solanum stramonifolium,1
meloidogyne,Solanum stramonifoliumxeggplanthybrid,1
meloidogyne,Solanum torvum,12
meloidogyne,Solanum tuberosum,18
meloidogyne,Solanum tueum,1
meloidogyne,Solanum viarum,1
meloidogyne,Solanum xanthocaroum,1
meloidogyne,Solanum xanthocarpum,2
meloidogyne,Sorghum,59
meloidogyne,Soya,7
meloidogyne,Soybean,306
meloidogyne,Spinach,21
meloidogyne,Strawberry,12
meloidogyne,Sugar Beet,26
meloidogyne,Sugarcane,36
meloidogyne,Sunflower,34
meloidogyne,Sweet Potato,62
meloidogyne,Taro,10
meloidogyne,Tea,10
meloidogyne,Theobroma cacao,2
meloidogyne,Timothy,1
meloidogyne,Tobacco,177
meloidogyne,Tomato,1658
meloidogyne,Trifolium alexandrinum,2
meloidogyne,Trifolium incarnatum,2
meloidogyne,Trifolium plant,1
meloidogyne,Trifolium pratense,4
meloidogyne,Trifolium repens,11
meloidogyne,Trifolium species,2
meloidogyne,Trifolium spp,3
meloidogyne,Trifolium squarrosum,1
meloidogyne,Triticale,2
meloidogyne,Triticum aestivum,14
meloidogyne,Triticum durum,1
meloidogyne,Triticum pathotype,1
meloidogyne,Triticum turgidum,1
meloidogyne,Turmeric,8
meloidogyne,Turnip,10
meloidogyne,Vigna mungo,3
meloidogyne,Vigna radiata,9
meloidogyne,Vigna sinensis,2
meloidogyne,Vigna species,1
meloidogyne,Vigna subterrenea,1
meloidogyne,Vigna ungiculata,1
meloidogyne,Vigna unguiculata,36
meloidogyne,Vitis amurensis,1
meloidogyne,Vitis champinii,1
meloidogyne,Vitis cinerea,1
meloidogyne,Vitis cultivars,1
meloidogyne,Vitis labrusca,2
meloidogyne,Vitis rootstocks,1
meloidogyne,Vitis species,3
meloidogyne,Vitis spp,1
meloidogyne,Vitis vinifera,12
meloidogyne,Vitis vinifiera,1
meloidogyne,Walnut,4
meloidogyne,Wheat,84
meloidogyne,Willow,2
meloidogyne,Yam,16
mesocriconema,Acacia,2
mesocriconema,Alfalfa,1
mesocriconema,Almond,2
mesocriconema,Bean,1
mesocriconema,Beet,1
mesocriconema,Corn,1
mesocriconema,Fescue,1
mesocriconema,Grape,4
mesocriconema,Grass,3
mesocriconema,Millet,1
mesocriconema,Oat,1
mesocriconema,Olive,1
mesocriconema,Peach,14
mesocriconema,Peanut,1
mesocriconema,Pecan,1
mesocriconema,Pineapple,1
mesocriconema,Pinus compartments,2
mesocriconema,Prunus dulcis,1
mesocriconema,Prunus mume,1
mesocriconema,Prunus orchard,1
mesocriconema,Prunus persica,2
mesocriconema,Radish,1
mesocriconema,Sorghum,2
mesocriconema,Sugar Beet,1
mesocriconema,Triticum aestivum,1
mesocriconema,Vitis labrusca,1
mesocriconema,Vitis vinifera,2
mesocriconema,Wheat,4
nacobbus,Beet,3
nacobbus,Beta vulgaris,2
nacobbus,Brassica campestris,1
nacobbus,Brassica crops,1
nacobbus,Broccoli,1
nacobbus,Lycopersicon esculentum,3
nacobbus,Pepper,12
nacobbus,Potato,12
nacobbus,Rapeseed,1
nacobbus,Ryegrass,1
nacobbus,Solanum acaule,1
nacobbus,Solanum licopersicum,1
nacobbus,Solanum lycopersicum,5
nacobbus,Solanum melongena,1
nacobbus,Solanum tuberosum,7
nacobbus,Sugar Beet,3
nacobbus,Tomato,26
nanidorus,Blueberry,1
nanidorus,Pine,1
nanidorus,Potato,1
nanidorus,Strawberry,1
paratrichodorus,Acacia,2
paratrichodorus,Alfalfa,4
paratrichodorus,Allium cepa,1
paratrichodorus,Apricot,1
paratrichodorus,Barley,8
paratrichodorus,Bean,1
paratrichodorus,Beta vulgaris,1
paratrichodorus,Blueberry,2
paratrichodorus,Brassica crops,1
paratrichodorus,Brassica cultivars,1
paratrichodorus,Brassica green,1
paratrichodorus,Brassica plants,1
paratrichodorus,Citrus,3
paratrichodorus,Citrus orchard,1
paratrichodorus,Citrus sinensis,1
paratrichodorus,Citrus unshiu,1
paratrichodorus,Corn,4
paratrichodorus,Cucumber,1
paratrichodorus,Eucalyptus,1
paratrichodorus,Eucalyptus woodland,1
paratrichodorus,Hordeum vulgare,1
paratrichodorus,Lactuca serriola,1
paratrichodorus,Lettuce,2
paratrichodorus,Medicago sativa,2
paratrichodorus,Nicotiana tabacum,2
paratrichodorus,Oat,2
paratrichodorus,Onion,2
paratrichodorus,Orange,1
paratrichodorus,Palm,2
paratrichodorus,Pea,1
paratrichodorus,Peach,1
paratrichodorus,Pepper,1
paratrichodorus,Potato,24
paratrichodorus,Raspberry,1
paratrichodorus,Rye,1
paratrichodorus,Solanum sarrachoides,2
paratrichodorus,Solanum tuberosum,3
paratrichodorus,Soybean,1
paratrichodorus,Sunflower,1
paratrichodorus,Tobacco,27
paratrichodorus,Tomato,1
paratrichodorus,Triticum aestivum,1
paratrichodorus,Tulip,1
paratrichodorus,Wheat,5
pratylenchus,Alfalfa,50
pratylenchus,Allium cepa,3
pratylenchus,Almond,8
pratylenchus,Apple,60
pratylenchus,Apricot,3
pratylenchus,Arachis hypogaea,6
pratylenchus,Asparagus,4
pratylenchus,Avena sativa,13
pratylenchus,Avena spp,2
pratylenchus,Avena sterilis,2
pratylenchus,Avena strigosa,7
pratylenchus,Avocado,1
pratylenchus,Banana,52
pratylenchus,Barley,71
pratylenchus,Bean,42
pratylenchus,Beet,5
pratylenchus,Beta vulgaris,1
pratylenchus,Blueberry,1
pratylenchus,Brassica and,1
pratylenchus,Brassica carinata,2
pratylenchus,Brassica cover,2
pratylenchus,Brassica crops,1
pratylenchus,Brassica green,1
pratylenchus,Brassica juncea,17
pratylenchus,Brassica napus,6
pratylenchus,Brassica nigra,2
pratylenchus,Brassica oleracea,1
pratylenchus,Brassica rapa,2
pratylenchus,Brassica seed,1
pratylenchus,Brassica spp,3
pratylenchus,Brassica tournefortii,1
pratylenchus,Cabbage,7
pratylenchus,Canola,18
pratylenchus,Carrot,44
pratylenchus,Cassava,2
pratylenchus,Cauliflower,1
pratylenchus,Celery,7
pratylenchus,Cherry,14
pratylenchus,Chickpea,31
pratylenchus,Chrysanthemum,14
pratylenchus,Citrus,21
pratylenchus,Citrus jambhiri,2
pratylenchus,Citrus limon,1
pratylenchus,Citrus nematode,1
pratylenchus,Citrus paradisi,1
pratylenchus,Citrus pulp,1
pratylenchus,Citrus root,1
pratylenchus,Citrus spp,1
pratylenchus,Citrus unshiu,2
pratylenchus,Clover,24
pratylenchus,Cocoa,1
pratylenchus,Coconut,1
pratylenchus,Coffea arabica,20
pratylenchus,Coffea canephora,2
pratylenchus,Coffea excelsa,1
pratylenchus,Coffea liberica,1
pratylenchus,Coffee,36
pratylenchus,Corn,60
pratylenchus,Cotton,15
pratylenchus,Cowpea,3
pratylenchus,Cucumber,12
pratylenchus,Cucumis melo,2
pratylenchus,Cucumis sativus,2
pratylenchus,Daucus carota,6
pratylenchus,Eggplant,10
pratylenchus,Eucalyptus,1
pratylenchus,Eucalyptus globulus,1
pratylenchus,Faba Bean,6
pratylenchus,Fescue,18
pratylenchus,Fig,3
pratylenchus,Flax,3
pratylenchus,Fragaria and,1
pratylenchus,Fragaria chiloensis,1
pratylenchus,Fragaria collection,1
pratylenchus,Fragaria genotypes,1
pratylenchus,Fragaria subspecies,1
pratylenchus,Fragaria vesca,1
pratylenchus,Fragaria virginiana,1
pratylenchus,Glycine max,20
pratylenchus,Gossypium hirsutum,6
pratylenchus,Grape,3
pratylenchus,Grass,60
pratylenchus,Groundnut,2
pratylenchus,Hazelnut,1
pratylenchus,Hemp,3
pratylenchus,Hordeum glaucum,2
pratylenchus,Hordeum vulgare,11
pratylenchus,Lactuca sativa,2
pratylenchus,Lemon,9
pratylenchus,Lentil,6
pratylenchus,Lettuce,13
pratylenchus,Lily,18
pratylenchus,Lycopersicon esculentum,3
pratylenchus,Maize,60
pratylenchus,Malus domestica,8
pratylenchus,Malus germplasm,1
pratylenchus,Mango,1
pratylenchus,Maple,1
pratylenchus,Medicago pasture,1
pratylenchus,Medicago sativa,22
pratylenchus,Medicago scutellata,1
pratylenchus,Medicago spp,1
pratylenchus,Millet,31
pratylenchus,Mung Bean,4
pratylenchus,Musa chitinase,1
pratylenchus,Musa cultivars,1
pratylenchus,Musa genome,1
pratylenchus,Musa genotypes,2
pratylenchus,Musa lineage,1
pratylenchus,Musa paradisiaca,2
pratylenchus,Musa plant,1
pratylenchus,Musa plants,1
pratylenchus,Musa polyploidization,1
pratylenchus,Musa provides,1
pratylenchus,Musa species,2
pratylenchus,Musa spp,10
pratylenchus,Nicotiana benthamiana,7
pratylenchus,Nicotiana glutinosa,1
pratylenchus,Nicotiana tabacum,9
pratylenchus,Nicotiana tahacum,1
pratylenchus,Oak,8
pratylenchus,Oat,43
pratylenchus,Olive,7
pratylenchus,Onion,9
pratylenchus,Orange,8
pratylenchus,Oryza sativa,5
pratylenchus,Pea,30
pratylenchus,Peach,18
pratylenchus,Peanut,16
pratylenchus,Pear,4
pratylenchus,Pepper,93
pratylenchus,Phaseolus angularis,1
pratylenchus,Phaseolus lunatus,1
pratylenchus,Phaseolus vulgaris,4
pratylenchus,Pigeon Pea,2
pratylenchus,Pine,5
pratylenchus,Pineapple,1
pratylenchus,Pinus elliottii,1
pratylenchus,Pinus radiata,2
pratylenchus,Pinus spp,1
pratylenchus,Pinus strobus,1
pratylenchus,Pisum sativum,3
pratylenchus,Plantain,10
pratylenchus,Plum,9
pratylenchus,Potato,128
pratylenchus,Prunus avium,1
pratylenchus,Prunus cerasifera,1
pratylenchus,Prunus munsoniana,1
pratylenchus,Prunus persica,2
pratylenchus,Prunus rootstocks,1
pratylenchus,Prunus spp,3
pratylenchus,Quercus borealis,1
pratylenchus,Quercus robur,3
pratylenchus,Radish,13
pratylenchus,Rapeseed,5
pratylenchus,Raspberry,34
pratylenchus,Rice,28
pratylenchus,Rose,15
pratylenchus,Rubber,3
pratylenchus,Rye,32
pratylenchus,Ryegrass,14
pratylenchus,Saccharum officinarum,4
pratylenchus,Saccharum sinensis,2
pratylenchus,Saccharum spp,2
pratylenchus,Safflower,1
pratylenchus,Sesame,2
pratylenchus,Solanum bulbocastanum,1
pratylenchus,Solanum lycopersicum,2
pratylenchus,Solanum nigrum,5
pratylenchus,Solanum sisymbriifolium,1
pratylenchus,Solanum species,1
pratylenchus,Solanum tuberosum,33
pratylenchus,Sorghum,35
pratylenchus,Soya,4
pratylenchus,Soybean,95
pratylenchus,Spinach,4
pratylenchus,Strawberry,48
pratylenchus,Sugar Beet,3
pratylenchus,Sugarcane,25
pratylenchus,Sunflower,9
pratylenchus,Sweet Potato,11
pratylenchus,Taro,4
pratylenchus,Tea,13
pratylenchus,Timothy,8
pratylenchus,Tobacco,30
pratylenchus,Tomato,43
pratylenchus,Trifolium ambiguum,1
pratylenchus,Trifolium balansae,1
pratylenchus,Trifolium hybridum,1
pratylenchus,Trifolium pratense,6
pratylenchus,Trifolium repens,6
pratylenchus,Trifolium root,1
pratylenchus,Trifolium subterraneum,1
pratylenchus,Triticale,14
pratylenchus,Triticum aestivum,39
pratylenchus,Triticum dicoccoides,2
pratylenchus,Triticum spp,2
pratylenchus,Triticum turgidum,2
pratylenchus,Tulip,1
pratylenchus,Turmeric,1
pratylenchus,Vigna radiata,2
pratylenchus,Vigna unguiculata,2
pratylenchus,Vitis rupestris,1
pratylenchus,Vitis spp,1
pratylenchus,Vitis were,1
pratylenchus,Walnut,10
pratylenchus,Wheat,193
pratylenchus,Yam,8
radopholus,Alfalfa,1
radopholus,Apple,1
radopholus,Banana,126
radopholus,Barley,1
radopholus,Bean,2
radopholus,Carrot,9
radopholus,Cassava,2
radopholus,Citrus,31
radopholus,Citrus limon,2
radopholus,Citrus parasitism,1
radopholus,Citrus sinensis,1
radopholus,Citrus spp,4
radopholus,Cocoa,2
radopholus,Coconut,1
radopholus,Coffea arabica,1
radopholus,Coffea canephora,1
radopholus,Coffee,6
radopholus,Corn,1
radopholus,Cotton,1
radopholus,Cowpea,2
radopholus,Ginger,3
radopholus,Grapefruit,1
radopholus,Grass,2
radopholus,Groundnut,1
radopholus,Hemp,3
radopholus,Lemon,5
radopholus,Maize,5
radopholus,Medicago truncatula,1
radopholus,Musa accessions,1
radopholus,Musa accuminata,1
radopholus,Musa acuminata,6
radopholus,Musa and,1
radopholus,Musa breeders,2
radopholus,Musa cultivars,2
radopholus,Musa genotypes,5
radopholus,Musa germplasm,4
radopholus,Musa host,2
radopholus,Musa paradisiaca,3
radopholus,Musa plants,1
radopholus,Musa spp,22
radopholus,Musa varieties,2
radopholus,Nicotiana benthamiana,3
radopholus,Orange,3
radopholus,Palm,2
radopholus,Pea,1
radopholus,Pepper,8
radopholus,Phaseolus vulgaris,1
radopholus,Pigeon Pea,1
radopholus,Plantain,17
radopholus,Potato,5
radopholus,Rice,5
radopholus,Rose,3
radopholus,Sesame,1
radopholus,Sorghum,1
radopholus,Soybean,3
radopholus,Spinach,1
radopholus,Sugarcane,1
radopholus,Sweet Potato,3
radopholus,Taro,2
radopholus,Tea,1
radopholus,Tobacco,7
radopholus,Tomato,7
radopholus,Turmeric,2
radopholus,Vigna unguiculata,1
radopholus,Wheat,9
radopholus,Yam,1
rotylenchulus,Almond,1
rotylenchulus,Arachis hypogaea,2
rotylenchulus,Avena byzantina,1
rotylenchulus,Banana,1
rotylenchulus,Bean,9
rotylenchulus,Brassica napus,1
rotylenchulus,Broccoli,1
rotylenchulus,Cabbage,1
rotylenchulus,Cauliflower,1
rotylenchulus,Chickpea,1
rotylenchulus,Clover,4
rotylenchulus,Coffee,1
rotylenchulus,Corn,12
rotylenchulus,Cotton,123
rotylenchulus,Cowpea,7
rotylenchulus,Cucumis melo,4
rotylenchulus,Eggplant,2
rotylenchulus,Eucalyptus,1
rotylenchulus,Eucalyptus camaldu,1
rotylenchulus,Glycine max,13
rotylenchulus,Gossypium arboreum,4
rotylenchulus,Gossypium aridum,1
rotylenchulus,Gossypium barbadense,1
rotylenchulus,Gossypium genotypes,1
rotylenchulus,Gossypium hirsutum,53
rotylenchulus,Gossypium longicalyx,4
rotylenchulus,Gossypium spp,5
rotylenchulus,Grass,4
rotylenchulus,Hazelnut,2
rotylenchulus,Hemp,3
rotylenchulus,Lettuce,3
rotylenchulus,Lycopersicon esculentum,3
rotylenchulus,Maize,2
rotylenchulus,Mango,1
rotylenchulus,Millet,5
rotylenchulus,Nicotiana tabacum,1
rotylenchulus,Oat,1
rotylenchulus,Olive,4
rotylenchulus,Orange,1
rotylenchulus,Palm,2
rotylenchulus,Papaya,3
rotylenchulus,Pea,5
rotylenchulus,Peach,1
rotylenchulus,Peanut,2
rotylenchulus,Phaseolus vulgaris,1
rotylenchulus,Pigeon Pea,3
rotylenchulus,Pine,2
rotylenchulus,Pineapple,16
rotylenchulus,Plantain,1
rotylenchulus,Potato,5
rotylenchulus,Radish,1
rotylenchulus,Rice,2
rotylenchulus,Rose,1
rotylenchulus,Rye,3
rotylenchulus,Saccharum officinarum,1
rotylenchulus,Solanum species,2
rotylenchulus,Sorghum,11
rotylenchulus,Soybean,37
rotylenchulus,Sugarcane,3
rotylenchulus,Sunflower,2
rotylenchulus,Sweet Potato,5
rotylenchulus,Tobacco,6
rotylenchulus,Tomato,14
rotylenchulus,Trifolium incarnatum,2
rotylenchulus,Turmeric,1
rotylenchulus,Vigna unguiculata,2
rotylenchulus,Wheat,1
rotylenchulus,Yam,1
rotylenchus,Banana,1
rotylenchus,Bean,1
rotylenchus,Carrot,1
rotylenchus,Cauliflower,1
rotylenchus,Citrus,1
