Host,N_Mentions,Total_Citations,Mean_Citations,expected_mentions,bias_ratio,bias_category
of labial,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
reveals that,6,80,13.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
some important,6,1318,219.66666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
higher and,6,53,8.833333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
conicaudatus khan,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
confirming the,6,758,126.33333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
confirmed its,6,33,5.5,5.247392174394346,1.1434251149129178,Adequately Studied
structures that,6,756,126.0,5.247392174394346,1.1434251149129178,Adequately Studied
test plants,6,54,9.0,5.247392174394346,1.1434251149129178,Adequately Studied
from primary,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
becomes r,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
which clearly,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
subsequent formulation,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
characters among,6,219,36.5,5.247392174394346,1.1434251149129178,Adequately Studied
characteristic spicule,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
tested for,6,128,21.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
using such,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
specificity of,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
specimens are,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
female stylet,6,58,9.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
pruni of,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
little information,6,36,6.0,5.247392174394346,1.1434251149129178,Adequately Studied
some isolates,6,101,16.833333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
and gubernaculum,6,6,1.0,5.247392174394346,1.1434251149129178,Adequately Studied
indigenous to,6,66,11.0,5.247392174394346,1.1434251149129178,Adequately Studied
novel group,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
notwithstanding of,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
and cultural,6,105,17.5,5.247392174394346,1.1434251149129178,Adequately Studied
gracilicaudatum of,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
either parasite,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
primers were,6,220,36.666666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
azerbaijan province,6,42,7.0,5.247392174394346,1.1434251149129178,Adequately Studied
induced by,6,54,9.0,5.247392174394346,1.1434251149129178,Adequately Studied
character of,6,98,16.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
characterized and,6,474,79.0,5.247392174394346,1.1434251149129178,Adequately Studied
rotylenchus nexus,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
indicating a,6,66,11.0,5.247392174394346,1.1434251149129178,Adequately Studied
chemical control,6,155,25.833333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
chemical frameworks,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
which causes,6,509,84.83333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
high levels,6,1389,231.5,5.247392174394346,1.1434251149129178,Adequately Studied
revealed low,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
high concentration,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
determining gene,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
aromatic plants,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
desired size,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
some morphological,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
the heath,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
awl nematodes,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
considerations were,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
primary vegetation,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
throughput microcrystalline,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
of parasites,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
high influence,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
the risk,6,47,7.833333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
of studied,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
maize and,6,40,6.666666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
silvae roca,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
in nova,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
in ohio,6,136,22.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
considered representatives,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
consistently higher,6,224,37.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
root surface,6,25,4.166666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
ventromedian precloacal,6,28,4.666666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
female specimens,6,27,4.5,5.247392174394346,1.1434251149129178,Adequately Studied
nps colloidal,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
nps compared,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
usually very,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
seven virus,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
induced under,6,504,84.0,5.247392174394346,1.1434251149129178,Adequately Studied
induced perturbations,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
in n,6,244,40.666666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
terrestrial antarctic,6,540,90.0,5.247392174394346,1.1434251149129178,Adequately Studied
numerous agricultural,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
on p,6,46,7.666666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
terms of,6,237,39.5,5.247392174394346,1.1434251149129178,Adequately Studied
terrestrial soil,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
on s,6,57,9.5,5.247392174394346,1.1434251149129178,Adequately Studied
ces lignees,6,348,58.0,5.247392174394346,1.1434251149129178,Adequately Studied
rotylenchus robustus,6,57,9.5,5.247392174394346,1.1434251149129178,Adequately Studied
negative charge,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
like cysteine,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
assays revealed,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
mesocriconema ericaceum,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
mesocriconema is,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
paratypes are,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
using sequences,6,108,18.0,5.247392174394346,1.1434251149129178,Adequately Studied
cereal cyst,6,190,31.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
nps showed,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
been applied,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
paratypes of,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
soil associated,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
radopholus sp,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
with isolates,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
lownsberyi sp,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
annules ventrally,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
the hemizonid,6,27,4.5,5.247392174394346,1.1434251149129178,Adequately Studied
sperm at,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
the in,6,99,16.5,5.247392174394346,1.1434251149129178,Adequately Studied
certain nematode,6,107,17.833333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
nowadays the,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
nps concentrations,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
nps could,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
nps prepared,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
eastern scotland,6,189,31.5,5.247392174394346,1.1434251149129178,Adequately Studied
ground cover,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
some undescribed,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
been detected,6,123,20.5,5.247392174394346,1.1434251149129178,Adequately Studied
polymorphic and,6,912,152.0,5.247392174394346,1.1434251149129178,Adequately Studied
cellulose embedded,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
specificity by,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
each mite,6,54,9.0,5.247392174394346,1.1434251149129178,Adequately Studied
three strains,6,510,85.0,5.247392174394346,1.1434251149129178,Adequately Studied
new mono,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
conspicuous pus,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
developed with,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
heterodera trifolii,6,278,46.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
pseudobesseyi sp,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
arunachalense of,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
the heterodera,6,52,8.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
evidence indicating,6,384,64.0,5.247392174394346,1.1434251149129178,Adequately Studied
evolutionary studies,6,368,61.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
evolved effectors,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
studied for,6,45,7.5,5.247392174394346,1.1434251149129178,Adequately Studied
allius and,6,82,13.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
outgroup taxa,6,469,78.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
contain species,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
root necrosis,6,330,55.0,5.247392174394346,1.1434251149129178,Adequately Studied
central portugal,6,247,41.166666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
on this,6,52,8.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
territory of,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
duriophilus and,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
usually annulated,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
round sperm,6,102,17.0,5.247392174394346,1.1434251149129178,Adequately Studied
infection and,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
nucleotide polymorphisms,6,234,39.0,5.247392174394346,1.1434251149129178,Adequately Studied
sequenced and,6,61,10.166666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
the relatively,6,64,10.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
developed mucro,6,42,7.0,5.247392174394346,1.1434251149129178,Adequately Studied
development or,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
and characterised,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
and brs,6,100,16.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
been tested,6,422,70.33333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
fewer parasites,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
their low,6,444,74.0,5.247392174394346,1.1434251149129178,Adequately Studied
days postinfection,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
gene provided,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
even positive,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
the amazon,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
their mode,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
sequences including,6,188,31.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
been identified,6,270,45.0,5.247392174394346,1.1434251149129178,Adequately Studied
central tunisia,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
central iran,6,15,2.5,5.247392174394346,1.1434251149129178,Adequately Studied
average of,6,27,4.5,5.247392174394346,1.1434251149129178,Adequately Studied
verticillium chlamydosporium,6,232,38.666666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
hypothesis that,6,210,35.0,5.247392174394346,1.1434251149129178,Adequately Studied
hyphae and,6,55,9.166666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
contains the,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
mainly those,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
cells to,6,714,119.0,5.247392174394346,1.1434251149129178,Adequately Studied
metallic nanoparticles,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
xiphinema ensiculiferum,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
member states,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
recovered and,6,42,7.0,5.247392174394346,1.1434251149129178,Adequately Studied
and related,6,338,56.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
sequencing and,6,235,39.166666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
africanus merny,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
transcripts when,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
inhabiting fungi,6,112,18.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
transient expression,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
transmit any,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
whether or,6,360,60.0,5.247392174394346,1.1434251149129178,Adequately Studied
and human,6,143,23.833333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
numerous specimens,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
in middle,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
newly characterized,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
constituents have,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
three pairs,6,739,123.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
three rapd,6,715,119.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
been widely,6,36,6.0,5.247392174394346,1.1434251149129178,Adequately Studied
sequence showed,6,41,6.833333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
roundish perineal,6,95,15.833333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
causes significant,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
heterodera mediterranea,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
behind it,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
behind spear,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
and tylenchus,6,13,2.1666666666666665,5.247392174394346,1.1434251149129178,Adequately Studied
on eggplant,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
euthychilus were,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
smooth annules,6,32,5.333333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
elegans in,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
and rely,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
we evaluated,6,142,23.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
plant hosts,6,66,11.0,5.247392174394346,1.1434251149129178,Adequately Studied
plant essential,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
group are,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
dryopteris erythrosora,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
developed condylus,6,69,11.5,5.247392174394346,1.1434251149129178,Adequately Studied
many bacterial,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
rounded with,6,197,32.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
from imported,6,246,41.0,5.247392174394346,1.1434251149129178,Adequately Studied
molecularly and,6,48,8.0,5.247392174394346,1.1434251149129178,Adequately Studied
good hosts,6,52,8.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
similarity was,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
like effector,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
identified at,6,745,124.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
nematicide for,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
we established,6,63,10.5,5.247392174394346,1.1434251149129178,Adequately Studied
appears a,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
grouped in,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
such or,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
management tactics,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
aphelenchoides oryzae,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
polyphagous pests,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
infestations of,6,111,18.5,5.247392174394346,1.1434251149129178,Adequately Studied
the assay,6,133,22.166666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
the amount,6,79,13.166666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
mainly due,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
the ancestor,6,883,147.16666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
available to,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
hemizonid invisible,6,42,7.0,5.247392174394346,1.1434251149129178,Adequately Studied
the increasing,6,120,20.0,5.247392174394346,1.1434251149129178,Adequately Studied
wide variety,6,427,71.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
containing an,6,102,17.0,5.247392174394346,1.1434251149129178,Adequately Studied
all previous,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
in mexico,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
reproduced on,6,170,28.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
mainly on,6,292,48.666666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
neutral or,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
new locality,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
evaluated during,6,102,17.0,5.247392174394346,1.1434251149129178,Adequately Studied
cause a,6,1038,173.0,5.247392174394346,1.1434251149129178,Adequately Studied
morphologically fits,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
quantitative trait,6,837,139.5,5.247392174394346,1.1434251149129178,Adequately Studied
morphologically distinguished,6,95,15.833333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
and ca,6,33,5.5,5.247392174394346,1.1434251149129178,Adequately Studied
and bullae,6,1945,324.1666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
the purpose,6,11,1.8333333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
heredicus jairajpuri,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
cause both,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
ppm ag,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
powerful tool,6,210,35.0,5.247392174394346,1.1434251149129178,Adequately Studied
inhibit h,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
rounded apex,6,45,7.5,5.247392174394346,1.1434251149129178,Adequately Studied
categories ii,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
from microorganisms,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
inhibition and,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
identification key,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
category iii,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
category iv,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
from h,6,74,12.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
causing corm,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
useful to,6,27,4.5,5.247392174394346,1.1434251149129178,Adequately Studied
transverse striae,6,63,10.5,5.247392174394346,1.1434251149129178,Adequately Studied
using high,6,266,44.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
nematicide on,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
amendments and,6,1162,193.66666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
other members,6,71,11.833333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
rice with,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
similar with,6,26,4.333333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
small number,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
their host,6,157,26.166666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
light brown,6,227,37.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
being about,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
category ii,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
castillo and,6,39,6.5,5.247392174394346,1.1434251149129178,Adequately Studied
separated the,6,62,10.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
ppm that,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
separate from,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
temperatures of,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
were screened,6,444,74.0,5.247392174394346,1.1434251149129178,Adequately Studied
case of,6,305,50.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
and pyrethrum,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
initial population,6,48,8.0,5.247392174394346,1.1434251149129178,Adequately Studied
inoculated and,6,582,97.0,5.247392174394346,1.1434251149129178,Adequately Studied
on sandy,6,106,17.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
pharyngeal overlapping,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
ppm of,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
treatments with,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
control this,6,415,69.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
nematodes with,6,66,11.0,5.247392174394346,1.1434251149129178,Adequately Studied
were estimated,6,419,69.83333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
eu and,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
similis is,6,48,8.0,5.247392174394346,1.1434251149129178,Adequately Studied
were encountered,6,86,14.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
eu virus,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
eu isolates,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
diagonal lines,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
devoid of,6,82,13.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
the reflex,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
pour les,6,276,46.0,5.247392174394346,1.1434251149129178,Adequately Studied
ten known,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
few males,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
le plus,6,420,70.0,5.247392174394346,1.1434251149129178,Adequately Studied
new antimicrobial,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
plant eos,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
applied compound,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
specific and,6,383,63.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
aerial part,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
published and,6,44,7.333333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
different assays,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
areolated and,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
key words,6,71,11.833333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
pathological and,6,21,3.5,5.247392174394346,1.1434251149129178,Adequately Studied
the inner,6,25,4.166666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
morphological characterizations,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
was monitored,6,142,23.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
hence c,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
red currant,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
and include,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
onchiostyle base,6,78,13.0,5.247392174394346,1.1434251149129178,Adequately Studied
control p,6,15,2.5,5.247392174394346,1.1434251149129178,Adequately Studied
three different,6,248,41.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
three distinct,6,697,116.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
laying females,6,721,120.16666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
control is,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
glycines to,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
bermudagrass in,6,142,23.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
calvus sher,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
affect agricultural,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
innate immune,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
control since,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
and trophotylenchulus,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
stage larva,6,68,11.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
annual seed,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
and different,6,62,10.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
damaging pathogen,6,605,100.83333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
technology becomes,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
many aberrations,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
many advantages,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
many organisms,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
kinds of,6,213,35.5,5.247392174394346,1.1434251149129178,Adequately Studied
only representative,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
taxonomy and,6,142,23.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
or in,6,199,33.166666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
calvatylus jairajpuri,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
called syncytia,6,714,119.0,5.247392174394346,1.1434251149129178,Adequately Studied
finding affirms,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
belonolaimus populations,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
belonolaimus from,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
redivivus and,6,878,146.33333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
affect sexual,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
teak trees,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
other related,6,79,13.166666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
also characterized,6,429,71.5,5.247392174394346,1.1434251149129178,Adequately Studied
though species,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
in greece,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
penetration rate,6,51,8.5,5.247392174394346,1.1434251149129178,Adequately Studied
eu viruses,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
problem diagnosis,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
can lead,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
the late,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
