Genus,Host,N_Mentions,Avg_Citations
Tylenchorhynchus,roots of,4,21.0
Tylenchulus,After a,4,76.0
Meloidogyne,high vigour,4,113.0
Heterodera,affordable strategies,4,25.0
Meloidogyne,high levels,4,319.0
Meloidogyne,higher pod,4,319.0
Heterodera,acid identity,4,408.0
Meloidogyne,genes are,4,113.0
Meloidogyne,hazardous and,4,34.0
Meloidogyne,heat shock,4,113.0
Meloidogyne,have potential,4,27.75
Meloidogyne,genes might,4,113.0
Heterodera,The survey,4,252.0
Meloidogyne,genes responsive,4,113.0
Meloidogyne,gene families,4,376.0
Tylenchorhynchus,parasitic nematode,4,18.5
Tylenchorhynchus,partial small,4,10.0
Meloidogyne,gene family,4,113.0
Meloidogyne,gene to,4,5.0
Heterodera,The use,4,25.0
Heterodera,The tolerance,4,25.0
Heterodera,affected in,4,252.0
Tylenchorhynchus,of transverse,4,10.0
Meloidogyne,have used,4,186.0
Meloidogyne,have occurred,4,376.0
Meloidogyne,hatching and,4,56.0
Tylenchorhynchus,were recovered,4,19.0
Meloidogyne,has resistance,4,5.0
Tylenchulus,An identification,4,11.0
Tylenchorhynchus,tail annules,4,7.5
Tylenchorhynchus,supporting the,4,10.0
Tylenchorhynchus,species included,4,10.0
Tylenchorhynchus,spicules and,4,4.5
Tylenchorhynchus,species into,4,10.0
Tylenchorhynchus,stunt nematode,4,18.5
Tylenchorhynchus,sugarcane,4,23.75
Tylenchorhynchus,related to,4,20.0
Tylenchorhynchus,studied species,4,10.0
Tylenchorhynchus,root samples,4,12.25
Tylenchorhynchus,rice,4,16.0
Tylenchorhynchus,ribosomal subunit,4,10.0
Tylenchorhynchus,results from,4,10.0
Meloidogyne,genes showed,4,186.0
Meloidogyne,genes exhibited,4,113.0
Meloidogyne,gene conferring,4,260.0
Meloidogyne,gene duplications,4,113.0
Tylenchorhynchus,records for,4,10.0
Tylenchorhynchus,rectal sac,4,10.0
Tylenchorhynchus,recovered and,4,10.0
Tylenchorhynchus,such as,4,27.5
Tylenchulus,by the,4,31.25
Meloidogyne,induced under,4,113.0
Tylenchulus,candidates were,4,76.0
Tylenchulus,capability and,4,76.0
Tylenchorhynchus,anterior part,4,10.0
Tylenchorhynchus,annuli on,4,10.0
Tylenchulus,compilation of,4,76.0
Tylenchulus,combination and,4,76.0
Heterodera,Northern analysis,4,300.0
Heterodera,Pathogens were,4,252.0
Tylenchorhynchus,classifying the,4,10.0
Meloidogyne,in chickpea,4,56.0
Belonolaimus,were observed,4,12.0
Bursaphelenchus,America after,4,208.0
Bursaphelenchus,Among them,4,183.0
Tylenchorhynchus,and root,4,25.0
Meloidogyne,for apparent,4,113.0
Heterodera,One EGase,4,408.0
Meloidogyne,infect the,4,1.0
Meloidogyne,fewer genes,4,376.0
Meloidogyne,induced by,4,5.0
Meloidogyne,infecting RKN,4,5.0
Meloidogyne,family in,4,113.0
Meloidogyne,inexpensive that,4,34.0
Tylenchorhynchus,clades from,4,10.0
Heterodera,and confirm,4,326.0
Tylenchorhynchus,by the,4,26.0
Tylenchorhynchus,but rejecting,4,10.0
Tylenchorhynchus,characters for,4,10.0
Meloidogyne,for definitive,4,170.0
Tylenchorhynchus,characterized based,4,10.0
Tylenchorhynchus,cephalic region,4,4.5
Meloidogyne,for developing,4,113.0
Heterodera,and changes,4,25.0
Tylenchorhynchus,bluntly digitate,4,10.0
Heterodera,and clover,4,51.5
Tylenchulus,by mature,4,11.0
Heterodera,Plants may,4,326.0
Tylenchulus,and their,4,101.5
Heterodera,Plant parasitic,4,300.0
Tylenchulus,and to,4,76.0
Meloidogyne,incognita followed,4,56.0
Meloidogyne,increased plant,4,56.0
Tylenchulus,and smooth,4,11.0
Meloidogyne,including those,4,376.0
Tylenchorhynchus,are given,4,6.25
Tylenchulus,combined resistance,4,76.0
Tylenchorhynchus,areolated lateral,4,6.0
Tylenchorhynchus,appeared to,4,25.0
Meloidogyne,increased by,4,46.75
Tylenchulus,determined on,4,76.0
Heterodera,Meloidogyne spp,4,17.75
Tylenchulus,cultivars to,4,76.0
Tylenchorhynchus,and fungal,4,30.5
Tylenchulus,elongate post,4,11.0
Tylenchulus,ending in,4,11.0
Meloidogyne,investigate rootstock,4,113.0
Bursaphelenchus,China for,4,1.0
Tylenchulus,distribution and,4,14.0
Tylenchulus,east Iran,4,11.0
Tylenchorhynchus,and Sauertylenchus,4,10.0
Heterodera,and its,4,25.0
Heterodera,and functionally,4,326.0
Meloidogyne,extremely dry,4,319.0
Meloidogyne,female stylet,4,11.0
Meloidogyne,faint space,4,11.0
Meloidogyne,extract of,4,30.5
Meloidogyne,is conoid,4,11.0
Tylenchorhynchus,Tylenchorhynchus ewingi,4,8.25
Tylenchorhynchus,Zanjan provinces,4,10.0
Meloidogyne,expansion regions,4,11.0
Meloidogyne,is controlled,4,5.0
Meloidogyne,is closely,4,24.0
Meloidogyne,expression patterns,4,186.0
Heterodera,and it,4,26.25
Tylenchorhynchus,associated with,4,5.5
Tylenchorhynchus,as the,4,10.0
Heterodera,and hydrophobic,4,408.0
Meloidogyne,finely rounded,4,37.25
Meloidogyne,insect infestations,4,319.0
Meloidogyne,five were,4,113.0
Tylenchorhynchus,all known,4,10.0
Tylenchorhynchus,analyses were,4,10.0
Tylenchorhynchus,an identification,4,10.0
Meloidogyne,inhibitory effect,4,56.0
Meloidogyne,inhibitory impact,4,34.0
Heterodera,METHIONINE GAMMA,4,326.0
Bursaphelenchus,Bursaphelenchus dietrichi,4,1.0
Bursaphelenchus,Bursaphelenchus conicaudatus,4,208.0
Tylenchulus,by exposure,4,76.0
Bursaphelenchus,Bursaphelenchus mucronatus,4,39.75
Tylenchulus,are tested,4,11.0
Tylenchulus,arenaria pathotype,4,76.0
Tylenchulus,as UCD,4,76.0
Tylenchulus,conical and,4,11.0
Tylenchulus,current knowledge,4,76.0
Meloidogyne,into tomato,4,260.0
Tylenchulus,cylindrical and,4,11.0
Meloidogyne,interspecific hybrids,4,113.0
Heterodera,and herbivores,4,408.0
Tylenchorhynchus,hypothesis in,4,10.0
Meloidogyne,in one,4,3.0
Meloidogyne,in normal,4,113.0
Tylenchulus,Xiphinema index,4,76.0
Heterodera,Several populations,4,186.0
Tylenchulus,Tylenchulus species,4,11.0
Meloidogyne,in fruit,4,113.0
Tylenchulus,and developed,4,11.0
Meloidogyne,in dumbbell,4,11.0
Tylenchulus,and Tylenchulus,4,94.5
Tylenchulus,and UCD,4,76.0
Tylenchorhynchus,cuticle near,4,10.0
Belonolaimus,in Florida,4,35.0
Tylenchulus,and Paratylenchus,4,76.0
Tylenchorhynchus,feeding nematode,4,30.5
Tylenchulus,also tested,4,76.0
Tylenchorhynchus,for all,4,10.0
Tylenchulus,and X,4,76.0
Heterodera,SCN infested,4,25.0
Heterodera,SCN infection,4,25.0
Tylenchulus,and a,4,11.0
Heterodera,SNP markers,4,25.0
Heterodera,SCN tolerance,4,25.0
Meloidogyne,in warm,4,319.0
Tylenchulus,and wild,4,76.0
Heterodera,and Punctodera,4,17.5
Heterodera,and Bacillus,4,408.0
Heterodera,and Globodera,4,300.0
Heterodera,an additional,4,25.0
Heterodera,and Glyma,4,25.0
Meloidogyne,in comparison,4,2.5
Meloidogyne,from known,4,24.0
Meloidogyne,from macerates,4,170.0
Meloidogyne,from scions,4,113.0
Meloidogyne,in Tanzania,4,16.0
Meloidogyne,in Virginia,4,6.5
Tylenchulus,Vitis species,4,76.0
Heterodera,The average,4,252.0
Tylenchulus,Harmony A,4,76.0
Meloidogyne,in adaptations,4,376.0
Tylenchulus,Phylogenetic relationships,4,11.0
Tylenchorhynchus,higher in,4,27.75
Tylenchulus,Pratylenchus vulnus,4,76.0
Tylenchorhynchus,in each,4,10.0
Tylenchulus,PCR with,4,11.0
Tylenchorhynchus,giving a,4,10.0
Tylenchulus,Tylenchulus musicola,4,11.0
Tylenchorhynchus,habitats in,4,10.0
Tylenchulus,and by,4,11.0
Tylenchulus,RFLP profiles,4,11.0
Tylenchulus,are presented,4,11.0
Heterodera,and MLM,4,25.0
Heterodera,and antagonize,4,326.0
Tylenchorhynchus,formed distinct,4,10.0
Meloidogyne,for this,4,25.0
Meloidogyne,formed dumbbell,4,11.0
Belonolaimus,were also,4,26.0
Meloidogyne,formation and,4,376.0
Heterodera,RFLP and,4,186.0
Heterodera,Pratylenchus zeae,4,19.0
Tylenchulus,almost complete,4,76.0
Meloidogyne,in vivo,4,113.0
Meloidogyne,including M,4,15.75
Heterodera,and abiotic,4,326.0
Heterodera,RAPID ALKALINIZATION,4,326.0
Heterodera,and absence,4,3.0
Tylenchorhynchus,cylindrical tail,4,10.0
Meloidogyne,for fruit,4,113.0
Meloidogyne,for dauer,4,376.0
Tylenchorhynchus,distinguishing species,4,10.0
Heterodera,and do,4,300.0
Tylenchorhynchus,could be,4,10.0
Meloidogyne,food and,4,319.0
Heterodera,and conferred,4,326.0
Meloidogyne,include GCs,4,186.0
Meloidogyne,in several,4,10.0
Meloidogyne,fragments of,4,198.0
Heterodera,RNAi of,4,300.0
Heterodera,RNA interference,4,300.0
Heterodera,SNPs were,4,25.0
Heterodera,SNPs overlapping,4,25.0
Meloidogyne,free of,4,11.0
Meloidogyne,frequently encountered,4,198.0
Meloidogyne,forward and,4,376.0
Tylenchorhynchus,in several,4,11.5
Meloidogyne,in more,4,170.0
Meloidogyne,in southern,4,24.0
Tylenchulus,banana plants,4,11.0
Tylenchulus,between commercial,4,76.0
Tylenchorhynchus,considered as,4,10.0
Tylenchorhynchus,concept for,4,10.0
Meloidogyne,in pots,4,55.75
Meloidogyne,in transgenic,4,90.0
Tylenchulus,and genus,4,11.0
Meloidogyne,in spring,4,27.25
Heterodera,Research suggests,4,326.0
Heterodera,Rice,4,31.5
Belonolaimus,fumigant nematicides,4,35.0
Belonolaimus,were evaluated,4,35.0
Tylenchulus,banana,4,11.0
Heterodera,RFLP profiles,4,186.0
Meloidogyne,previously assigned,4,186.0
Meloidogyne,are better,4,113.0
Meloidogyne,are characteristics,4,319.0
Meloidogyne,are expressed,4,1.0
Meloidogyne,are fewer,4,1.0
Meloidogyne,are important,4,30.75
Heterodera,drought susceptibility,4,326.0
Xiphinema,also observed,4,3.5
Xiphinema,also harboured,4,0.0
Bursaphelenchus,continent as,4,208.0
Trichodorus,characters like,4,3.0
Hemicycliophora,tenuistriata and,4,4.0
Meloidogyne,aphid Macrosiphum,4,260.0
Hemicycliophora,Continuous lip,4,4.0
Meloidogyne,product produced,4,198.0
Meloidogyne,protein sharing,4,260.0
Meloidogyne,promoters included,4,113.0
Meloidogyne,antifungal activity,4,56.0
Hemicycliophora,Hemicycliophora ahvasiensis,4,4.0
Meloidogyne,products of,4,75.5
Heterodera,dsRNA corresponding,4,300.0
Meloidogyne,product with,4,198.0
Meloidogyne,apparent quality,4,113.0
Aphelenchoides,other species,4,20.0
Trichodorus,clearly separated,4,3.0
Meloidogyne,are needed,4,5.0
Meloidogyne,are rounded,4,4.5
Trichodorus,described and,4,5.25
Meloidogyne,are compared,4,113.0
Xiphinema,Xiphinema hyrcaniense,4,2.0
Meloidogyne,arenaria exhibited,4,170.0
Hemicycliophora,Hemicycliophora spp,4,4.0
Hemicycliophora,Hemicycliophora species,4,1.75
Hemicycliophora,Lateral field,4,4.0
Xiphinema,activity on,4,16.5
Xiphinema,against the,4,29.0
Meloidogyne,produced the,4,56.0
Xiphinema,afratakhtehnsis sp,4,9.0
Xiphinema,all from,4,37.0
Xiphinema,acrita Chitwood,4,0.0
Meloidogyne,primary foods,4,1.0
Meloidogyne,primary biological,4,376.0
Meloidogyne,present a,4,376.0
Meloidogyne,preferential hosts,4,5.0
Hemicycliophora,North Carolina,4,15.75
Heterodera,each growing,4,252.0
Heterodera,dual stress,4,326.0
Heterodera,each pathogen,4,252.0
Meloidogyne,arch with,4,15.75
Hemicycliophora,Iran and,4,4.0
Aphelenchoides,on the,4,10.25
Heterodera,eggs inside,4,42.0
Heterodera,end precluded,4,408.0
Meloidogyne,and transmission,4,34.0
Meloidogyne,and self,4,113.0
Meloidogyne,reduced nematode,4,17.5
Meloidogyne,red oak,4,9.5
Helicotylenchus,were also,4,55.25
Meloidogyne,and tomato,4,34.25
Meloidogyne,and total,4,113.0
Xiphinema,among a,4,37.0
Meloidogyne,and ventral,4,11.0
Trichodorus,body diam,4,3.0
Heterodera,encodes a,4,315.0
Meloidogyne,ray diffraction,4,34.0
Meloidogyne,recently been,4,113.0
Trichodorus,both sexes,4,3.0
Bursaphelenchus,cytochrome oxidase,4,208.0
Meloidogyne,and no,4,10.0
Trichodorus,body width,4,7.5
Trichodorus,body length,4,4.5
Xiphinema,and Piracicaba,4,0.0
Heterodera,establish a,4,300.0
Meloidogyne,and proven,4,1.0
Xiphinema,amplified fragment,4,29.0
Trichodorus,by three,4,14.25
Meloidogyne,qPCR and,4,186.0
Meloidogyne,putida has,4,56.0
Meloidogyne,rRNA mitochondrial,4,24.0
Meloidogyne,rRNA showed,4,24.0
Meloidogyne,and surrounding,4,186.0
Meloidogyne,prove to,4,170.0
Heterodera,eggs of,4,24.75
Meloidogyne,protuberance that,4,11.0
Heterodera,elachista clustered,4,186.0
Meloidogyne,putida had,4,56.0
Xiphinema,and absence,4,9.0
Meloidogyne,putida caused,4,56.0
Meloidogyne,promoting rhizobacteria,4,116.25
Heterodera,either parasite,4,300.0
Meloidogyne,putative GC,4,186.0
Meloidogyne,purple nutsedge,4,2.5
Meloidogyne,proved to,4,170.0
Helicotylenchus,while the,4,10.75
Xiphinema,agree with,4,2.0
Xiphinema,and Luc,4,9.5
Xiphinema,an independent,4,4.0
Bursaphelenchus,cyclohexene and,4,183.0
Meloidogyne,and stabilizing,4,34.0
Meloidogyne,putida colonised,4,56.0
Hemicycliophora,annuli posterior,4,1.75
Meloidogyne,banded pattern,4,198.0
Meloidogyne,pests such,4,319.0
Meloidogyne,pests including,4,319.0
Meloidogyne,phytopathogenic fungi,4,105.25
Meloidogyne,pin oak,4,9.5
Hemicycliophora,at distal,4,4.0
Meloidogyne,phenolics content,4,113.0
Meloidogyne,per gram,4,28.75
Meloidogyne,phenotype occurred,4,170.0
Heterodera,depend on,4,408.0
Bursaphelenchus,conicaudatus branched,4,208.0
Heterodera,degrade polysaccharides,4,408.0
Hemicycliophora,and characterized,4,12.25
Aphelenchoides,scanning electron,4,14.0
Bursaphelenchus,central European,4,1.0
Bursaphelenchus,character of,4,24.5
Hemicycliophora,and internal,4,4.0
Meloidogyne,associated Meloidogyne,4,24.0
Meloidogyne,available soybean,4,113.0
Heterodera,detected from,4,3.5
Trichodorus,for the,4,19.25
Trichodorus,for stubby,4,3.0
Heterodera,detected in,4,9.5
Heterodera,derived SNPs,4,25.0
Hemicycliophora,broken striae,4,4.0
Hemicycliophora,body region,4,4.0
Hemicycliophora,base of,4,1.75
Meloidogyne,pattern related,4,113.0
Hemicycliophora,are migratory,4,1.75
Xiphinema,The material,4,0.0
Hemicycliophora,but often,4,4.0
Hemicycliophora,but it,4,0.75
Hemicycliophora,as blocks,4,4.0
Meloidogyne,base of,4,4.25
Meloidogyne,bacterial blight,4,319.0
Xiphinema,This population,4,4.0
Meloidogyne,be specialized,4,113.0
Bursaphelenchus,bluntly pointed,4,1.0
Meloidogyne,based strategy,4,260.0
Bursaphelenchus,by morphological,4,1.0
Trichodorus,from an,4,5.5
Trichodorus,has a,4,3.5
Trichodorus,general spicule,4,3.0
Meloidogyne,available from,4,319.0
Hemicycliophora,and the,4,6.0
Xiphinema,This paper,4,0.0
Trichodorus,found in,4,13.25
Meloidogyne,phytogenic synthesis,4,34.0
Xiphinema,The study,4,4.75
Hemicycliophora,The population,4,4.5
Hemicycliophora,The phylogenetic,4,4.0
Hemicycliophora,This species,4,0.25
Hemicycliophora,Vulva with,4,4.0
Meloidogyne,plants of,4,55.75
Meloidogyne,arenaria reaction,4,198.0
Meloidogyne,array yielded,4,260.0
Meloidogyne,potential for,4,56.0
Hemicycliophora,Tail elongated,4,2.5
Heterodera,diseases of,4,118.0
Xiphinema,Xiphinema morphospecies,4,11.0
Xiphinema,The sequenced,4,9.0
Bursaphelenchus,concave and,4,1.0
Bursaphelenchus,completely after,4,183.0
Bursaphelenchus,compounds included,4,183.0
Xiphinema,Xiphinema sangesarense,4,0.0
Trichodorus,differentiation of,4,7.25
Meloidogyne,potential as,4,83.0
Meloidogyne,presenting some,4,113.0
Meloidogyne,predicted promoter,4,113.0
Bursaphelenchus,consists of,4,1.0
Meloidogyne,are conserved,4,376.0
Bursaphelenchus,coniferous forest,4,208.0
Meloidogyne,are promising,4,113.0
Aphelenchoides,present in,4,26.0
Xiphinema,The sequences,4,40.75
Xiphinema,The third,4,9.0
Xiphinema,The three,4,10.0
Hemicycliophora,amphidial apertures,4,1.75
Hemicycliophora,also compared,4,4.0
Meloidogyne,plant pathogenic,4,34.0
Meloidogyne,phenotypes similarly,4,170.0
Heterodera,development or,4,300.0
Heterodera,determining gene,4,300.0
Heterodera,developed to,4,252.0
Meloidogyne,platform to,4,376.0
Hemicycliophora,The latter,4,4.0
Meloidogyne,pods in,4,56.0
Heterodera,digestive system,4,408.0
Meloidogyne,as flower,4,319.0
Xiphinema,Xiphinema japonicum,4,9.0
Xiphinema,Xiphinema mazandaranense,4,11.0
Xiphinema,Xiphinema conurum,4,10.0
Xiphinema,Viruses were,4,37.0
Meloidogyne,as compared,4,22.75
Heterodera,differences in,4,29.5
Heterodera,different species,4,29.0
Aphelenchoides,resulted in,4,23.25
Xiphinema,Xiphinema campinense,4,0.0
Meloidogyne,pore is,4,11.0
Heterodera,different parts,4,186.0
Aphelenchoides,morphological identification,4,5.0
Meloidogyne,selective restriction,4,260.0
Xiphinema,any projection,4,11.0
Heterodera,fewer parasites,4,300.0
Meloidogyne,analyses revealed,4,186.0
Meloidogyne,an unrelated,4,260.0
Meloidogyne,and Alectra,4,319.0
Meloidogyne,and American,4,9.5
Trichodorus,The three,4,3.0
Bursaphelenchus,during a,4,38.5
Meloidogyne,and Debora,4,5.0
Meloidogyne,and proximate,4,113.0
Meloidogyne,and H,4,20.5
Trichodorus,Nanidorus minor,4,11.75
Xiphinema,as differences,4,4.0
Xiphinema,as following,4,10.0
Xiphinema,approach based,4,4.0
Meloidogyne,and P,4,3.75
Trichodorus,Oregon and,4,3.0
Trichodorus,Nematodes were,4,2.0
Meloidogyne,shape of,4,26.25
Meloidogyne,an in,4,113.0
Meloidogyne,among treatments,4,113.0
Meloidogyne,amenable to,4,376.0
Meloidogyne,set than,4,319.0
Heterodera,facilitate uptake,4,300.0
Meloidogyne,and biochemical,4,376.0
Meloidogyne,and control,4,34.0
Trichodorus,To our,4,7.5
Trichodorus,United States,4,8.0
Meloidogyne,and antifungal,4,34.0
Xiphinema,and sequencing,4,22.0
Xiphinema,and pseudo,4,2.0
Xiphinema,and similar,4,0.0
Helicotylenchus,the same,4,61.75
Heterodera,fenestra length,4,483.0
Xiphinema,approaches using,4,9.0
Meloidogyne,scientists seeking,4,1.0
Meloidogyne,sections of,4,23.5
Meloidogyne,seedlings with,4,24.0
Xiphinema,appears to,4,5.75
Xiphinema,arable crops,4,37.0
Meloidogyne,se que,4,5.5
Meloidogyne,seems to,4,113.0
Meloidogyne,and TA,4,113.0
Meloidogyne,sequences including,4,11.0
Helicotylenchus,the genus,4,8.0
Meloidogyne,and Solanum,4,113.0
Meloidogyne,sequence analysis,4,103.5
Helicotylenchus,the nematode,4,16.0
Trichodorus,During surveys,4,3.0
Trichodorus,DNA was,4,7.5
Heterodera,fluoroscein isothiocyanate,4,300.0
Meloidogyne,sized amplification,4,198.0
Xiphinema,attacked by,4,0.0
Meloidogyne,small posterior,4,11.0
Meloidogyne,smaller when,4,1.0
Meloidogyne,amplification and,4,376.0
Meloidogyne,among species,4,198.0
Meloidogyne,six species,4,1.0
Meloidogyne,amplified from,4,18.5
Meloidogyne,single cosmid,4,260.0
Meloidogyne,similar result,4,113.0
Xiphinema,attenuatus in,4,37.0
Xiphinema,azarbaijanense and,4,0.0
Meloidogyne,also in,4,170.0
Helicotylenchus,study was,4,26.5
Helicotylenchus,sugarcane,4,34.5
Aphelenchoides,is characterised,4,15.5
Meloidogyne,soil of,4,101.5
Meloidogyne,soil naturally,4,113.0
Meloidogyne,soil fumigant,4,16.5
Heterodera,found among,4,408.0
Meloidogyne,also cold,4,113.0
Meloidogyne,sites were,4,198.0
Meloidogyne,single isolates,4,198.0
Meloidogyne,silico identification,4,113.0
Meloidogyne,silencing to,4,1.0
Meloidogyne,silencing studies,4,1.0
Meloidogyne,silence certain,4,1.0
Meloidogyne,significantly suppressed,4,2.25
Meloidogyne,significantly more,4,17.0
Meloidogyne,significantly lower,4,35.25
Meloidogyne,significant losses,4,5.0
Heterodera,for all,4,186.0
Meloidogyne,an approach,4,113.0
Aphelenchoides,known species,4,12.75
Meloidogyne,showed a,4,8.5
Meloidogyne,seven homologous,4,5.0
Meloidogyne,show a,4,2.5
Meloidogyne,shaped and,4,11.0
Meloidogyne,shape with,4,34.0
Xiphinema,as in,4,5.0
Meloidogyne,similarities between,4,186.0
Meloidogyne,similar regulation,4,186.0
Heterodera,for MSP,4,300.0
Bursaphelenchus,exhibited a,4,183.0
Bursaphelenchus,extending for,4,1.0
Trichodorus,Morphological and,4,5.5
Meloidogyne,similar galling,4,18.5
Xiphinema,and Scutellonema,4,7.75
Xiphinema,and T,4,42.5
Xiphinema,and Ditylenchus,4,23.25
Meloidogyne,and others,4,319.0
Xiphinema,and central,4,37.0
Xiphinema,and characterized,4,4.0
Meloidogyne,resulting in,4,73.0
Meloidogyne,resistance response,4,81.75
Trichodorus,and close,4,3.0
Meloidogyne,reproduced on,4,35.5
Meloidogyne,resistant genotypes,4,23.0
Bursaphelenchus,eastern Asia,4,208.0
Xiphinema,and being,4,9.0
Meloidogyne,resistant cultivars,4,5.0
Meloidogyne,resistance conferred,4,5.0
Meloidogyne,and fused,4,33.0
Meloidogyne,resistance both,4,260.0
Xiphinema,and further,4,11.0
Xiphinema,and extended,4,4.0
Meloidogyne,and introgressed,4,260.0
Meloidogyne,responsive GmHsp,4,113.0
Meloidogyne,and identify,4,61.0
Meloidogyne,responses were,4,1.5
Meloidogyne,responsive to,4,113.0
Xiphinema,and identical,4,4.0
Xiphinema,an unsupported,4,4.0
Trichodorus,at same,4,3.0
Meloidogyne,and stylet,4,12.5
Meloidogyne,and prickliness,4,113.0
Heterodera,environmental stresses,4,326.0
Heterodera,energy source,4,408.0
Heterodera,especially in,4,72.5
Meloidogyne,and indole,4,56.0
Heterodera,experience numerous,4,326.0
Meloidogyne,reduce losses,4,5.0
Meloidogyne,regulated genes,4,186.0
Meloidogyne,regulatory elements,4,113.0
Meloidogyne,and mineral,4,113.0
Meloidogyne,and malate,4,44.5
Bursaphelenchus,differences in,4,26.75
Bursaphelenchus,dietrichi sp,4,1.0
Meloidogyne,represented by,4,170.0
Meloidogyne,represent an,4,113.0
Meloidogyne,represent a,4,376.0
Meloidogyne,and indeterminate,4,319.0
Meloidogyne,and pepper,4,55.25
Meloidogyne,and pod,4,319.0
Meloidogyne,and map,4,376.0
Meloidogyne,represent the,4,113.0
Meloidogyne,region between,4,24.0
Meloidogyne,rot disease,4,56.0
Meloidogyne,rootstock conferred,4,113.0
Meloidogyne,and defines,4,376.0
Meloidogyne,and developing,4,186.0
Trichodorus,Trichodorus pseudoaequalis,4,3.0
Meloidogyne,and digestions,4,24.0
Meloidogyne,rootstocks for,4,113.0
Meloidogyne,rootstocks died,4,113.0
Meloidogyne,and fodder,4,319.0
Heterodera,factors in,4,326.0
Meloidogyne,root vascular,4,186.0
Meloidogyne,responsive only,4,113.0
Bursaphelenchus,distinguished by,4,21.75
Xiphinema,anterior genital,4,3.25
Meloidogyne,rounded terminus,4,30.25
Xiphinema,apparently with,4,37.0
Xiphinema,appeared as,4,4.0
Bursaphelenchus,easily distinguished,4,42.0
Xiphinema,anteriorly expanded,4,9.0
Bursaphelenchus,earlier investigations,4,1.0
Trichodorus,agreed with,4,7.5
Trichodorus,Trichodorus spp,4,18.5
Meloidogyne,roots more,4,56.0
Trichodorus,Trichodorus species,4,9.5
Trichodorus,an integrated,4,3.0
Meloidogyne,and labial,4,11.0
Meloidogyne,and fungus,4,34.0
Meloidogyne,resistance phenotype,4,5.0
Meloidogyne,restriction endonucleases,4,198.0
Meloidogyne,and good,4,113.0
Meloidogyne,and future,4,319.0
Bursaphelenchus,dimethyl disulfide,4,183.0
Meloidogyne,and hot,4,319.0
Meloidogyne,and hyaline,4,11.0
Bursaphelenchus,dish cultures,4,53.0
Bursaphelenchus,developed stylet,4,33.0
Trichodorus,about four,4,3.0
Xiphinema,and ventrally,4,4.0
Heterodera,extremely variegated,4,408.0
Xiphinema,and different,4,9.0
Meloidogyne,ribosomal nuclear,4,24.0
Trichodorus,advulvar sublateral,4,3.0
Trichodorus,all located,4,3.0
Xiphinema,and males,4,0.0
Aphelenchoides,of bacterial,4,16.25
Meloidogyne,rich elements,4,113.0
Helicotylenchus,total of,4,14.75
Helicotylenchus,to plant,4,35.25
Meloidogyne,responses to,4,6.25
Meloidogyne,reverse genetics,4,376.0
Heterodera,extended root,4,326.0
Trichodorus,ornamentation and,4,3.0
Meloidogyne,of fruit,4,113.0
Meloidogyne,of female,4,24.0
Heterodera,cellulose and,4,408.0
Heterodera,catalytic domains,4,408.0
Heterodera,cause a,4,252.0
Bursaphelenchus,and its,4,6.25
Meloidogyne,complex root,4,186.0
Meloidogyne,composition where,4,113.0
Trichodorus,one of,4,17.5
Trichodorus,one new,4,3.0
Hemicycliophora,but could,4,4.0
Meloidogyne,comparative genomics,4,1.0
Trichodorus,of corresponding,4,3.0
Trichodorus,of Trichodorus,4,2.5
Bursaphelenchus,and propose,4,1.0
Meloidogyne,commercially available,4,57.0
Hemicycliophora,numerous irregular,4,4.0
Heterodera,clade with,4,186.0
Heterodera,clades corresponding,4,186.0
Heterodera,cellulose as,4,408.0
Xiphinema,Four species,4,37.0
Xiphinema,East Anglia,4,37.0
Hemicycliophora,of this,4,1.75
Trichodorus,of lateral,4,8.0
Meloidogyne,confirm that,4,34.0
Hemicycliophora,posteriorly sloping,4,4.0
Xiphinema,Chemlali and,4,10.0
Xiphinema,Beside morphological,4,11.0
Trichodorus,plants of,4,2.25
Trichodorus,pair vs,4,3.0
Trichodorus,pharyngeal gland,4,3.0
Tylenchulus,with species,4,76.0
Meloidogyne,continuous and,4,11.0
Hemicycliophora,partial sequences,4,4.0
Hemicycliophora,or without,4,4.0
Meloidogyne,comparing RKN,4,1.0
Meloidogyne,of conferring,4,260.0
Meloidogyne,conservation level,4,113.0
Hemicycliophora,of large,4,4.0
Hemicycliophora,parasitic nematodes,4,12.75
Tylenchulus,with B,4,81.25
Tylenchulus,with important,4,76.0
Xiphinema,Common males,4,2.0
Meloidogyne,of cropping,4,319.0
Hemicycliophora,or anastomoses,4,4.0
Meloidogyne,compatibility of,4,113.0
Meloidogyne,complete genome,4,376.0
Bursaphelenchus,and have,4,1.0
Meloidogyne,confirming the,4,186.0
Bursaphelenchus,and then,4,23.75
Bursaphelenchus,and strongly,4,3.0
Heterodera,clover cyst,4,13.0
Bursaphelenchus,and spread,4,208.0
Trichodorus,of a,4,5.0
Trichodorus,nucleus in,4,3.0
Meloidogyne,characterization of,4,170.0
Meloidogyne,chickpea caused,4,56.0
Meloidogyne,chestnut heavily,4,9.5
Heterodera,compared to,4,36.0
Meloidogyne,of tomatoes,4,5.0
Xiphinema,Five populations,4,2.0
Meloidogyne,chitwoodi was,4,198.0
Trichodorus,natural vegetation,4,3.0
Meloidogyne,characterized and,4,113.0
Meloidogyne,characterized mechanisms,4,186.0
Meloidogyne,characterized using,4,29.5
Meloidogyne,clear diagnostic,4,24.0
