Author,Total_Citations,Mean_Citations,N_Papers,N_Genera,H_Index
"Ryss, Alexander",2,2.0,1,1,1
"Ryss, Alexander Y",22,22.0,1,1,1
"Ryss, Alexander Y.",6,6.0,1,1,1
"Ryss, Alexander Yu.",38,38.0,1,1,1
"RÃÂ³ÃÂ¼aÃÂska, ElÃÂ¼bieta",5,2.5,2,1,1
"RÃ³?a?ska, El?bieta",5,5.0,1,1,1
"RÃ¼hm, Rainer",7,7.0,1,1,1
"S J Eapen, P B Krishna,",1,1.0,1,1,1
"S, Backiyarani",1,1.0,1,1,1
S. P. Singh,8,8.0,1,1,1
"SAIGUSA, Toshiro",1,0.5,2,2,1
"SAKURADANI, Eiji",51,51.0,1,1,1
"SALAZAR, A.",4,2.0,2,1,2
"SAMOTA, D.",3,3.0,1,1,1
"SANO, Zen-ichi",18,1.3846153846153846,13,2,2
"SAOTOME, Hajime",1,1.0,1,1,1
"SAVAGE, M. J.",2,2.0,1,1,1
"SAWAZAKI, EDUARDO",2,2.0,1,1,1
"SAYNOR, M.",3,3.0,1,1,1
"SB, Akshaya",2,2.0,1,1,1
"SB, Gad",0,0.0,1,1,0
"SCHAFER, JAQUELINE TAVARES",2,2.0,1,1,1
"SCHANS, J.",28,14.0,2,1,2
"SCHOLTE, K",253,42.166666666666664,6,1,6
"SCHOTS, A.",4,2.0,2,1,2
"SCURRAH, M.",4,2.0,2,1,2
"SELLAPERUMAL, C",0,0.0,1,1,0
"SEMBLAT, J. P.",48,48.0,1,1,1
"SERT ÃÂELÃÂ°K, Elvan",0,0.0,1,1,0
"SESTRAS, Radu E.",0,0.0,2,2,0
"SG, Shandeep",0,0.0,1,1,0
"SHARMA, G C",12,12.0,1,1,1
"SHARMA, RAVI DATT",1,1.0,1,1,1
"SHARMA, S B",24,6.0,4,2,3
"SHARMA, S. B.",35,7.0,5,2,5
"SHARON, E.",21,21.0,1,1,1
"SHEPHERD, AUDREY M.",44,11.0,4,1,4
"SHI, Jian-Xiao",21,21.0,1,1,1
"SHIBATA, Eiichi",8,8.0,1,1,1
"SHIBUYA, Hajime",23,23.0,1,1,1
"SHIMIZU, Kei",4,0.5,8,2,1
"SHISHIDA, Yukio",11,5.5,2,2,2
"SIGAR'EVA, D. D.",2,2.0,1,1,1
"SILVA, GERALDO H.",8,4.0,2,1,2
"SILVA, GILSON S.",6,6.0,1,1,1
"SILVA, IVIS ANDREI CAMPOS E",0,0.0,1,1,0
"SILVA, JoÃÂ£o Paulo dos Santos",1,1.0,1,1,1
"SILVA, Rodrigo Vieira da",0,0.0,1,1,0
"SINGH, SATYENDRA",2,2.0,1,1,1
"SMITH, A. M.",7,3.5,2,1,2
"SOUTHEY, J.F.",16,8.0,2,1,2
"SPAULL, A. M.",1,1.0,1,1,1
"SPAULL, ALISON M.",1,1.0,1,1,1
"SPEIJER, PAUL R.",9,9.0,1,1,1
"SPIEGEL, Y.",17,17.0,1,1,1
"STARE, Barbara GERIÃÂ",0,0.0,1,1,0
"STEPEK, G.",20,20.0,1,1,1
"STONE, A. R.",98,16.333333333333332,6,2,6
"STONE, L. E. W.",1,1.0,1,1,1
"STOREY, G. W.",52,26.0,2,1,2
"STOREY, R. M. J.",88,11.0,8,1,5
"SUN, Guo-Xiang",0,0.0,1,1,0
"SUN, Min-jie",6,6.0,1,1,1
"SUN, YUCHENG",39,39.0,1,1,1
"SUSIÃÂ, Nik",4,4.0,1,1,1
"SUSULOVSKA, SOLOMIA",3,3.0,1,1,1
"SUZUKI, Takayuki",1,1.0,1,1,1
"SWIECICKA, MAGDALENA",28,28.0,1,1,1
"SYKES, G. B.",5,5.0,1,1,1
"Saadi, Ines",3,3.0,1,1,1
"Saadoon, Saadoon. M.",0,0.0,1,1,0
"Saba, Irm",2,2.0,1,1,1
"Sabeh, Michael",21,10.5,2,1,2
"Sabo, A",11,5.5,2,1,2
"Sabri, Karima",0,0.0,1,1,0
"Sacco, Melanie Ann",151,75.5,2,2,1
"Sachman-RuÃÂ­z, Bernardo",0,0.0,1,1,0
"Sacks, Erik J.",32,32.0,1,1,1
"SacristÃÂ¡n Velasco, Alberto",0,0.0,1,1,0
"Sadana, Deepti",2,2.0,1,1,1
"Sadeghi, Leila",1,1.0,1,1,1
"Saeed, I A",22,22.0,1,1,1
"Saeed, I.A.M.",32,32.0,1,1,1
"Saeed, Ibrahim A M",3,3.0,1,1,1
"Saeed, Ibrahim A. M.",32,16.0,2,1,2
"Saeed, M",4,4.0,1,1,1
"Saeed, M.",2,1.0,2,2,1
"Saeed, M. R.",5,5.0,1,1,1
"Saeed, Nadia",0,0.0,2,1,0
"Saeedizadeh, A",6,3.0,2,1,1
"Saeedizadeh, A.",9,9.0,1,1,1
"Saeedizadeh, Ayatollah",5,1.6666666666666667,3,1,2
"Saeki, Yuichi",16,16.0,1,1,1
"Safaie, Naser",2,2.0,1,1,1
Safiuddin,6,6.0,1,1,1
"Sagberg, P.",1,1.0,1,1,1
"Sagwal, Aradhna",0,0.0,2,1,0
"Saha, Supradip",8,8.0,1,1,1
"Saharan, Ritul",0,0.0,2,1,0
"Sahebani, N.",388,97.0,4,1,4
"Sahebani, Navazollah",74,12.333333333333334,6,1,3
"Sahu, Anukiran",0,0.0,1,1,0
"Sahu, Kuleshwar Prasad",5,2.5,2,1,1
"Sai Kumar, G. E. D.",0,0.0,1,1,0
"Saify Nabiabad, Haidar",4,2.0,2,1,2
"Saikai, Kanan",3,1.0,3,1,1
"Saikia, Shilpi K.",56,56.0,1,1,1
"Sainz, Paula",25,25.0,1,1,1
"Saito, Miki",0,0.0,1,1,0
"Saka, V.W.",5,5.0,1,1,1
"Sakai, Hiromichi",21,10.5,2,2,2
"Sakai, Y",1,1.0,1,1,1
"Sakata, Itaru",19,3.1666666666666665,6,1,2
"Sakuradani, Eiji",101,101.0,1,1,1
"Salalia, Rajan",21,21.0,1,1,1
"Salata, Ariane C",7,7.0,1,1,1
"Salazar, L",7,7.0,1,1,1
"Salazar, Luis",0,0.0,1,1,0
"Salazar-Iribe, Alexis",6,6.0,1,1,1
"Saleh, Azzam",4,2.0,2,1,2
"Salem, F. M.",2,1.0,2,1,1
"Salem, M. F",2,2.0,1,1,1
"Salem, M. F.",2,1.0,2,1,1
"Salentijn, E. M. J.",44,22.0,2,1,2
"Salgado, C.",2,2.0,1,1,1
"Salgado, Sonia Maria Lima",18,18.0,1,1,1
"Salgado, SÃÂ´nia Maria de Lima",1,1.0,1,1,1
"SalmerÃÂ³n, Laura Morales",5,5.0,1,1,1
"Samaali, Besma MÃ¢ÂÂrabet",1,1.0,1,1,1
"Samac, Deborah A",61,61.0,1,1,1
"Samac, Deborah A.",60,60.0,1,1,1
"Sambles, Christine",4,2.0,2,1,2
"Sameoto, D. D.",38,38.0,1,1,1
"Samiappan, Sathishkumar",3,3.0,1,1,1
"Samira, Rozalynne",116,58.0,2,1,2
Samita,0,0.0,1,1,0
"Samuelian, Suren",21,21.0,1,1,1
"San Aye, Seint",3,3.0,1,1,1
"Sanadhya, Payal",27,9.0,3,1,3
"SanchezÃ¢ÂÂHusillos, E.",23,23.0,1,1,1
"SanchezÃ¢ÂÂHusillos, Estela",15,7.5,2,1,2
"Sanderson, J. B.",80,40.0,2,1,2
"Sandoval-Ruiz, Rebeca",0,0.0,2,1,0
"Sandra, Bredenbruch",2,1.0,2,1,1
"Sandstedt, Robert",34,17.0,2,1,2
"Sangi, Simone Carvalho",0,0.0,1,1,0
"Sangwan, Naresh K.",170,85.0,2,1,2
"Sanjeeva Reddy, Cherkupally",30,10.0,3,1,3
"Sankar, C.",0,0.0,1,1,0
"Sankaralingam, A",13,6.5,2,1,2
"Sankaranarayanan, C.",5,5.0,1,1,1
"Sano, Zen-ichi",42,14.0,3,1,3
"Sanogo, S.",4,4.0,1,1,1
"Santamaria, Luisa",0,0.0,1,1,0
"Santamour, Frank",0,0.0,3,1,0
"Santamour, Frank S.",1,1.0,1,1,1
"Santana, Marcus VinÃÂ­cius",0,0.0,1,1,0
"Santana-Santos, Igor Victor de",0,0.0,1,1,0
"Santi-Gadelha, T.",14,14.0,1,1,1
"Santiago, DÃÂ©bora Cristina",19,6.333333333333333,3,1,3
"Santiago, DÃ©bora Cristina",8,8.0,1,1,1
"Santini, Judith",12,12.0,1,1,1
"Santini, Luciane",19,19.0,1,1,1
"Santo, G S",21,7.0,3,2,3
"Santos Silva, Mariana",1,1.0,1,1,1
Santos Valle-Lamboy,6,6.0,1,1,1
"Santos, Ana Maria Maciel Dos",0,0.0,1,1,0
"Santos, Ana Maria Maciel dos",0,0.0,1,1,0
"Santos, Ananda Rosa Beserra",0,0.0,1,1,0
"Santos, Bruna Hanielle Carneiro dos",1,1.0,1,1,1
"Santos, Carla S",47,47.0,1,1,1
"Santos, D.",35,17.5,2,1,2
"Santos, David Maram dos",0,0.0,1,1,0
"Santos, Duarte",6,3.0,2,1,2
"Santos, E C",2,2.0,1,1,1
"Santos, HaydÃÂ©e S.",12,12.0,1,1,1
"Santos, J. R. P.",4,4.0,1,1,1
"Santos, J.R.A.",3,3.0,1,1,1
"Santos, Jansen R.P.",4,4.0,1,1,1
"Santos, Jansen Rodrigo Pereira",40,20.0,2,2,1
"Santos, L N S",0,0.0,1,1,0
"Santos, LetÃÂ­cia BernabÃÂ©",2,2.0,1,1,1
"Santos, M. F. A.",14,14.0,1,1,1
"Santos, Marcilene F. A.",4,4.0,1,1,1
"Santos, Marcilene F.A.",6,6.0,1,1,1
"Santos, Mila",2,2.0,1,1,1
"Santos, Paulo Sergio Dos",0,0.0,1,1,0
"Santos, Rodrigo Souza",1,0.3333333333333333,3,2,1
"Sanwal, K. C.",15,5.0,3,1,2
"Sanz-AlfÃÂ©rez, S.",26,26.0,1,1,1
"Sanz-AlfÃ©rez, S.",26,26.0,1,1,1
"Sapkota, Sanjib",6,6.0,1,1,1
"Saqib, ALI",1,1.0,1,1,1
"Sarathchandra, S. U.",43,43.0,1,1,1
"Sarathchandra, S.U.",44,14.666666666666666,3,1,2
"Saravanan, P.",2,2.0,1,1,1
"Saravanan, R.",2,2.0,1,1,1
"Saravanan, V.S.",76,76.0,1,1,1
"Sardanelli, S",35,35.0,1,1,1
"Sardari, A. Asadi",4,4.0,1,1,1
"SargÃÂ±n, Seren",8,8.0,1,1,1
"Sarkar, Atrayee",9,9.0,1,1,1
"Sarkar, Gargi",15,15.0,1,1,1
"Sarkar, Shimpy",0,0.0,1,1,0
"Sarkhosh, Ali",3,3.0,1,1,1
"Sarniguet, C.",4,4.0,1,1,1
"Sarria, Greicy Andrea",2,2.0,1,1,1
"Sarven, Most. Sinthia",6,6.0,1,1,1
"Sasai, Rumi",18,18.0,1,1,1
"Sasaki-Crawley, Ayano",10,10.0,1,1,1
Sasanelli,0,0.0,1,1,0
"Sasanelli, N",13,6.5,2,2,2
"Sasanelli, N.",54,10.8,5,1,4
"Sasanelli, Nicola",6,3.0,2,1,2
"Sasser, J N",6,6.0,1,1,1
"Sasser, J.N.",10,5.0,2,1,2
"Sathiyabama, M.",2,2.0,1,1,1
"Sato, Atsushi",70,70.0,1,1,1
"Sato, Erika",84,21.0,4,1,4
"Sato, Kazuki",13,6.5,2,1,1
"Sattarzadeh, Amirali",54,54.0,1,1,1
Sauer,9,4.5,2,2,1
"Sawada, Eiji",40,20.0,2,1,2
"Sawazaki, Eduardo",2,2.0,1,1,1
"Sawchik, Jorge",26,13.0,2,1,2
"Saxena, A. P.",0,0.0,1,1,0
"Sayed, M.",8,8.0,1,1,1
"Sayedain, Fatemeh Sadat",20,10.0,2,1,2
"Sayler, Ronald J",12,12.0,1,1,1
"Sayre, R M",109,36.333333333333336,3,2,3
"Sayre, R. M.",7,3.5,2,1,2
"Sayre, R.M",53,53.0,1,1,1
"Sayre, R.M.",9,9.0,1,1,1
"Sayre, Richard M.",5,5.0,1,1,1
"Schalchli, Heidi",39,39.0,1,1,1
"Schapaugh, W. T.",6,3.0,2,1,2
"Schellenberger, Pascale",74,37.0,2,1,2
"Schenck, S",8,4.0,2,2,2
"Schenck, S.",1,1.0,1,1,1
"Schenk, P. K.",11,11.0,1,1,1
"Schenk, P.K.",2,2.0,1,1,1
"Scherm, H",57,57.0,1,1,1
"Schilder, A M C",4,4.0,1,1,1
"Schipke, LG",2,2.0,1,1,1
"Schleker, A. Sylvia S.",8,8.0,1,1,1
"Schlickmann-Tank, JosÃÂ© Arturo",2,2.0,1,1,1
"Schmidt, A. L.",66,33.0,2,1,2
"Schmidt, K.",14,14.0,1,1,1
"Schmidt, L.M.",15,15.0,1,1,1
"Schmidt, Liesbeth M",16,16.0,1,1,1
"Schmidt, T.",46,46.0,1,1,1
"Schmitt, D P",140,10.76923076923077,13,7,7
"Schmitt, D. P.",98,98.0,1,1,1
"Schmitt, Juliane",4,1.3333333333333333,3,2,2
"Schmitz, A",13,13.0,1,1,1
"Schmitz, Astrid",17,17.0,1,1,1
"Schnabelrauch, L S",2,2.0,1,1,1
"Schneider, J.H.M.",4,4.0,1,1,1
"Schneider, R C",7,7.0,1,1,1
"Schneider, S M",16,16.0,1,1,1
"Schnell e SchÃÂ¼hli, Guilherme",13,13.0,1,1,1
"Schnick, D.",13,13.0,1,1,1
"Schochow, Martin",4,4.0,1,1,1
"Scholl, Elizabeth H.",16,16.0,1,1,1
"Scholz, Uwe",22,11.0,2,1,2
"Schomaker, C H",23,23.0,1,1,1
"Schomaker, C. H.",2,2.0,1,1,1
"Schomaker, Corrie",10,10.0,1,1,1
"Schons, Bruna Caroline",0,0.0,1,1,0
"Schoonmaker, Ashley",10,10.0,1,1,1
"Schots, A",56,28.0,2,1,2
"Schots, A.",10,10.0,1,1,1
"Schouteden, Nele",5,5.0,1,1,1
"Schouten, Henk J.",25,8.333333333333334,3,1,3
"Schrader, Gritta",80,80.0,1,1,1
"Schrama, Peter",1,1.0,1,1,1
"Schreiner, R. Paul",14,14.0,1,1,1
"Schrimsher, Drew W",15,15.0,1,1,1
"Schroeder, L. M.",26,26.0,1,1,1
"Schroeder, Martin",7,7.0,1,1,1
"Schroeder, N E",19,6.333333333333333,3,1,3
"Schroeder, Nathan",13,13.0,1,1,1
"Schroeder, Nathan E",11,11.0,1,1,1
"SchrÃÂ¶der, T.",37,37.0,1,1,1
"Schumacher, Lesley A.",18,6.0,3,2,2
"Schumann, Lisa",0,0.0,2,1,0
"Schurig, J.",2,2.0,1,1,1
"Schurig, Juliane",1,1.0,1,1,1
"Schuster, I.",92,46.0,2,1,2
"Schuurmans Stekhoven, J. H.",1,1.0,1,1,1
"Schwan, Vitor Vargas",0,0.0,1,1,0
"Schwartz, Brian M.",10,10.0,1,1,1
"Schwarz, Michael",94,94.0,1,1,1
"Schwengber, Raiane Pereira",0,0.0,1,1,0
"Schwindt, Evangelina",86,86.0,1,1,1
"SchÃÂ¶nfeld, Ute",5,5.0,1,1,1
"SchÃÂ¶ning, Caspar",6,6.0,1,1,1
"SchÃ¶ning, Caspar",6,6.0,1,1,1
"Scopa, Antonio",37,18.5,2,1,2
"Scott, Eileen",33,33.0,1,1,1
"Seal, Dakshina R.",0,0.0,1,1,0
"Seenivasan, N.",58,9.666666666666666,6,3,4
"Segers, R",109,109.0,1,1,1
"Segers, Rudi",132,66.0,2,1,2
"Sehgal, Mukesh",1,1.0,1,1,1
"Seid, Awol",114,38.0,3,1,3
"Seiml-Buchinger, V. V.",2,2.0,1,1,1
"Seiml-Buchinger, Victoria V.",2,1.0,2,1,1
"Seinhorst, J. W.",29,4.833333333333333,6,5,4
"Seixas, C D S",7,7.0,1,1,1
"Seixas, Claudine Dinali Santos",17,17.0,1,1,1
"Sekhukhune, Mapogo Kgetjepe",3,3.0,1,1,1
"Sekimoto, Shigeyuki",10,5.0,2,2,2
"Sekora, N S",6,6.0,1,1,1
"Sekora, Nicholas",2,2.0,1,1,1
"Sekora, Nicholas S",18,9.0,2,1,2
"Sela, Sigal",33,33.0,1,1,1
"Selamet, Auliya",0,0.0,2,1,0
"Selim, M. E.",0,0.0,2,1,0
"Selim, Mohamed E.",24,24.0,1,1,1
"Sellers, Graham S",0,0.0,1,1,0
"Sellers, Graham S.",1,1.0,1,1,1
"Selvaraj, S.",90,45.0,2,1,2
"Sembiring, Ade Indra Maulana",1,1.0,1,1,1
"Semblat, J P",110,110.0,1,1,1
"Semblat, Jean-Philippe",44,22.0,2,1,1
"Semtner, Paul J.",0,0.0,2,1,0
"Senesi, Giorgio Saverio",4,4.0,1,1,1
"Senthilkumar, P.",0,0.0,1,1,0
"Seo, Byoung Joo",12,12.0,1,1,1
"Seo, Dong-Jun",11,11.0,1,1,1
"Seo, Han-Gill",2,2.0,1,1,1
"Seo, Hye Jeong",19,19.0,1,1,1
"Seo, Seon-Mi",71,23.666666666666668,3,1,2
"Seo, Yunhee",94,15.666666666666666,6,2,5
"Sera, Gustavo H.",1,1.0,1,1,1
"Sera, Gustavo Hiroshi",32,8.0,4,1,3
"Sera, Tumoru",16,16.0,1,1,1
"Seres, AnikÃÂ³",1,1.0,1,1,1
"Seri, Serge P.",0,0.0,1,1,0
"Serra, B",30,30.0,1,1,1
"Serracin, M",12,12.0,1,1,1
"Sert ÃÂelik, Elvan",4,2.0,2,2,1
"Sert Ãelik, Elvan",4,4.0,1,1,1
"Setterquist, R A",13,13.0,1,1,1
"Settle, D M",15,7.5,2,1,2
"Seymour, Malcolm K.",4,4.0,1,1,1
"Sgorlon, LuÃÂ­s Fernando Franchin",4,4.0,1,1,1
"Shadmehr, Atena",1,1.0,1,1,1
"Shafer, S. R.",5,5.0,1,1,1
"Shafique, Shazia",0,0.0,1,1,0
"Shah, Farhat A.",5,5.0,1,1,1
"Shah, Naseer Hussain",3,3.0,1,1,1
"Shah, S. F. A.",14,14.0,1,1,1
"Shah, Syed Jehangir",52,52.0,1,1,1
"Shahabi, Soheila",8,8.0,1,1,1
"Shahadati-Moghaddam, Zeinalabedin",2,0.6666666666666666,3,1,1
"Shaheen, F",12,12.0,1,1,1
"Shahid Shaukat, S.",36,36.0,1,1,1
"Shahid, Muhammad",7,2.3333333333333335,3,1,1
"Shahidi Bo, G.H.",2,2.0,1,1,1
"Shaibu, Abdulwahab S.",20,20.0,1,1,1
"Shakeel, Adnan",24,4.0,6,1,4
"Shakil, N.A.",32,32.0,1,1,1
"Shakya, Shilpy",3,3.0,1,1,1
"Shalaby, M. M.",4,2.0,2,1,2
"Shan, Chonglei",0,0.0,2,1,0
"Shanab, Doaa Khaled Amin Abou",0,0.0,1,1,0
"Shane, W W",6,6.0,1,1,1
"Shang, Hongyi",2,2.0,1,1,1
"Shang, Yifen",14,14.0,1,1,1
"Shanks, Carly M",31,31.0,1,1,1
"Shanmugam, Gnanendra",20,10.0,2,1,2
"Shannon, G.",0,0.0,2,1,0
"Shannon, J. Grover",34,17.0,2,1,2
"Shao, Hudie",4,1.0,4,1,2
"Shapiro-Ilan, David I",141,23.5,6,3,6
"Shapiro-Ilan, David I.",18,18.0,1,1,1
"Sharar, Mona",2,2.0,1,1,1
"Sharf, Rushda",19,9.5,2,1,2
"Sharma, Abhishek",87,14.5,6,1,5
"Sharma, Anita",11,11.0,1,1,1
"Sharma, Charul",1,1.0,1,1,1
"Sharma, Ishwar Prakash",125,31.25,4,1,4
"Sharma, Jyotsna",0,0.0,1,1,0
"Sharma, Keshav",52,17.333333333333332,3,1,3
"Sharma, Meenakshi",14,14.0,1,1,1
"Sharma, Nandni",16,4.0,4,1,3
"Sharma, R.",11,11.0,1,1,1
"Sharma, Ravi Datt",5,5.0,1,1,1
"Sharma, Renu",1,1.0,1,1,1
"Sharma, S B",42,8.4,5,3,4
"Sharma, S.",2,2.0,1,1,1
"Sharma, S. B.",36,9.0,4,3,4
"Sharma, S.B.",125,20.833333333333332,6,3,5
"Sharma, Sandeep",1,1.0,1,1,1
"Sharma, Shikha",1,1.0,1,1,1
"Sharma, Shiveta",47,15.666666666666666,3,1,3
"Sharma, Shweta",0,0.0,1,1,0
"Sharma, Sonia",33,33.0,1,1,1
"Sharma, Vandana",53,53.0,1,1,1
"Sharma, Vinita",0,0.0,1,1,0
"Sharon, E",245,122.5,2,2,2
"Sharon, Edna",122,61.0,2,1,2
"Sharpe, R. H.",29,29.0,1,1,1
"Shashiprabha, H.E.D.",1,1.0,1,1,1
"Shashkov, A. S.",10,10.0,1,1,1
"Shaukat, S. Shahid",11,5.5,2,1,2
"Shava, Justify Gotami",0,0.0,1,1,0
"Shaver, Bradly R.",16,3.2,5,2,2
"Shaver, J B",7,7.0,1,1,1
"Shawky, Samaa",1,0.5,2,1,1
"Shawky, Samaa M.",0,0.0,1,1,0
"Shea, Emily A.",5,5.0,1,1,1
"Sheaffer, C. C.",16,8.0,2,1,2
"Shearin, Zachary P.",9,9.0,1,1,1
"Sheedy, J. G.",111,18.5,6,2,5
"Sheedy, Jason G.",2,1.0,2,1,1
"Shekoohi, Samaneh S.",2,2.0,1,1,1
"Shemshura, Olga N",18,18.0,1,1,1
"Shen, Jia",1,1.0,1,1,1
"Shen, Luyang",0,0.0,1,1,0
"Shen, Si",0,0.0,1,1,0
"Shen, Xinlian",110,55.0,2,1,2
"Shen, Zhiyan",4,2.0,2,1,2
"Sheng, Cong",2,1.0,2,1,1
"Sheoran, Neelam",134,134.0,1,1,1
"Shepherd, Audrey M.",14,14.0,1,1,1
"Shepherd, R L",19,19.0,1,1,1
"Shepherd, R. L.",48,48.0,1,1,1
"Shepherd, Raymond L.",59,11.8,5,1,5
"Sher, S A",28,28.0,1,1,1
"Sheridan, Jacqueline P.",22,11.0,2,1,2
"Sherif, A. El-",0,0.0,1,1,0
"Sherwood, R T",10,10.0,1,1,1
Shesteperov,0,0.0,2,2,0
"Shesteperov, A.A.",0,0.0,1,1,0
"Shesteperov, Aleksander A",2,2.0,1,1,1
"Shevchenko, V. L.",2,0.6666666666666666,3,2,1
"Shi, Ainong",18,18.0,1,1,1
"Shi, Cuie",18,18.0,1,1,1
"Shi, Fengming",8,2.6666666666666665,3,1,2
"Shi, H",8,4.0,2,1,2
"Shi, Huanbin",0,0.0,1,1,0
"Shi, J.",23,23.0,1,1,1
"Shi, Jianxiao",17,8.5,2,1,2
"Shi, Jin-Hua",4,2.0,2,1,2
"Shi, Juan",28,5.6,5,1,3
"Shi, Li-Na",2,2.0,1,1,1
"Shi, Qianqian",46,23.0,2,2,2
"Shi, Shengli",0,0.0,2,1,0
"Shi, Xiu-Feng",0,0.0,1,1,0
"Shi, Xue",10,5.0,2,1,1
"Shi, Xugen",8,8.0,1,1,1
"Shiferaw, T.",1,1.0,1,1,1
"Shigekazu, YANO",17,8.5,2,1,2
"Shigueoka, Luciana Harumi",15,5.0,3,1,2
"Shimada, Atsumi",16,16.0,1,1,1
"Shimizu, Ai",22,22.0,1,1,1
"Shimizu, Milton Massao",10,5.0,2,1,2
"Shimizu, Motoki",20,20.0,1,1,1
"Shin, Hanna",30,30.0,1,1,1
"Shin, Sang-Chul",26,26.0,1,1,1
"Shin, Won Sik",13,13.0,1,1,1
"Shinde, Balkrishna A.",31,31.0,1,1,1
"Shindo, Takayuki",188,94.0,2,1,2
"Shingles, J.",89,89.0,1,1,1
"Shinya, Ryoji",280,31.11111111111111,9,2,8
"Shirai, Sayo",4,4.0,1,1,1
"Shiraiwa, Nobutaka",1,1.0,1,1,1
"Shirley, Andrew M.",22,11.0,2,1,2
"Shishido, M.",4,2.0,2,1,2
"Shivakumara, Tagginahalli N",34,17.0,2,1,2
"Shivakumara, Tagginahalli N.",76,25.333333333333332,3,1,3
"Shoala, Salwa",0,0.0,1,1,0
"Shock, C. C.",2,2.0,1,1,1
"Shokoohi, E",3,3.0,1,1,1
"Shokoohi, E.",2,1.0,2,2,1
"Shokoohi, Ebrahim",25,5.0,5,4,3
"Sholla, Salwa M. E.",0,0.0,1,1,0
"Showmaker, Kurt",8,4.0,2,1,2
"Showmaker, Kurt C.",13,4.333333333333333,3,2,2
"Shozo, ENDO",0,0.0,1,1,0
"Shravani, Vyamasani",0,0.0,1,1,0
"Shrestha, S.",5,5.0,1,1,1
"Shu, Chi",2,1.0,2,1,1
"Shubane, Adoration R.",0,0.0,2,1,0
"Shugart, Holly",11,11.0,1,1,1
"Shuker, Shimshon",24,12.0,2,1,2
"Shukhgalter, Olga A",19,19.0,1,1,1
"Shukla, Neha",206,103.0,2,1,2
"Shukla, P. K.",8,2.6666666666666665,3,1,2
"Shukla, Prabhat Kumar",7,7.0,1,1,1
"Shysha, O. M.",0,0.0,2,1,0
"Siddiqi, M R",0,0.0,1,1,0
"Siddiqi, M. R.",10,5.0,2,2,1
"Siddiqi, M. Rafiq",49,49.0,1,1,1
"Siddique, Ifra",3,3.0,1,1,1
"Siddique, MAB",0,0.0,1,1,0
"Siddique, Shahid",496,41.333333333333336,12,1,11
"Siddiqui, I A",15,15.0,1,1,1
"Siddiqui, I. A.",338,30.727272727272727,11,1,7
"Siddiqui, I. Ali",160,80.0,2,1,2
"Siddiqui, I.A.",208,26.0,8,2,8
"Siddiqui, Imran A",152,152.0,1,1,1
"Siddiqui, Imran A.",239,59.75,4,1,4
"Siddiqui, Imran Ali",171,42.75,4,1,2
"Siddiqui, M. A.",11,5.5,2,1,2
"Siddiqui, Mansoor A",6,1.5,4,1,1
"Siddiqui, Mansoor A.",17,4.25,4,3,2
"Siddiqui, Yasmeen",9,9.0,1,1,1
"Siddiqui, Z. A.",15,15.0,1,1,1
"Siddiqui, Zaki A",235,39.166666666666664,6,1,6
"Siddiqui, Zaki A.",441,27.5625,16,2,11
"Siddiqui, Zaki Anwar",0,0.0,1,1,0
"Sidhu, G.S.",6,6.0,1,1,1
"Sidhu, Gurmel S.",67,16.75,4,2,3
"Sidhu, Harjot Singh",5,1.25,4,1,1
"Sidonskaya, Ekaterina",47,47.0,1,1,1
"Sielemann, Katharina",1,1.0,1,1,1
"Sigareva, D.",0,0.0,3,3,0
"Sigareva, D. D.",0,0.0,1,1,0
"Sigariova, D. D.",4,2.0,2,2,2
"SigÃÂ¼enza, Concepcion",61,61.0,1,1,1
"Sijmons, Peter C.",602,301.0,2,1,2
"Sikandar, Aatika",51,12.75,4,2,3
"Sikder, Md Maniruzzaman",13,13.0,1,1,1
"Sikder, Md. Maniruzzaman",3,3.0,1,1,1
"Sikora, E J",25,8.333333333333334,3,2,3
"Sikora, Edward J.",25,25.0,1,1,1
"Sikora, R A",12,12.0,1,1,1
"Sikora, R. A.",87,87.0,1,1,1
"Silva, Aline Mayara GonÃÂ§alves Barros",0,0.0,2,1,0
"Silva, Ana ClÃÂ¡udia",3,1.5,2,1,1
"Silva, Ana ClÃ¡udia",2,2.0,1,1,1
"Silva, Arinaldo P.",7,7.0,1,1,1
"Silva, Beatriz De Almeida E",2,2.0,1,1,1
"Silva, Carina Melo da",1,1.0,1,1,1
"Silva, Daniela Milanez",4,2.0,2,1,2
"Silva, Edgard Henrique Costa",8,2.6666666666666665,3,1,2
"Silva, Fabiola de Jesus",2,2.0,1,1,1
"Silva, FabÃÂ­ola J",2,2.0,1,1,1
"Silva, FabÃÂ­ola J.",7,7.0,1,1,1
"Silva, FabÃ­ola J.",7,7.0,1,1,1
"Silva, Francine B",11,11.0,1,1,1
"Silva, Grasiele Teixeira da",1,1.0,1,1,1
"Silva, Harllen Sandro Alves",158,158.0,1,1,1
"Silva, Hugo",6,6.0,1,1,1
"Silva, Jessica Brasau da",0,0.0,1,1,0
"Silva, Joelma G. P.",5,5.0,1,1,1
"Silva, Julio C. P.",8,8.0,1,1,1
"Silva, Julio C.P.",11,11.0,1,1,1
"Silva, Julio Carlos P",25,25.0,1,1,1
"Silva, JÃÂºlio C.T.",9,9.0,1,1,1
"Silva, JÃºlio C.T.",9,9.0,1,1,1
"Silva, Marcela F",16,16.0,1,1,1
