Genus,Species,Host,Year
Ditylenchus,dipsaci,Pea,2008
Ditylenchus,dipsaci,Wheat,2008
Ditylenchus,dipsaci,Barley,2008
Meloidogyne,izalcoensis,Tomato,2020
Meloidogyne,izalcoensis,Solanum lycopersicum,2020
Globodera,Rostochiensis,Solanum tuberosum,1993
Globodera,Rostochiensis,Potato,1993
Globodera,Rostochiensis,Solanum species,1993
Pratylenchus,quasitereoides,Oat,2014
Trichodorus,petrusalberti,Rice,1988
Trichodorus,petrusalberti,Oryza sativa,1988
Mesocriconema,antipolitanum,Sugar Beet,2022
Mesocriconema,antipolitanum,Alfalfa,2022
Mesocriconema,antipolitanum,Beet,2022
Mesocriconema,antipolitanum,Wheat,2022
Xiphinema,diffusum,Peach,2021
Xiphinema,diffusum,Prunus persica,2021
Meloidogyne,oryzae,Rice,2021
Dolichodorus,aestuarius,Pine,1981
Dolichodorus,aestuarius,Grass,1981
Meloidogyne,JAVANICA,Vitis cinerea,2018
Meloidogyne,JAVANICA,Vitis vinifera,2018
Bursaphelenchus,xylophilus,Pinus pinaster,1999
Bursaphelenchus,xylophilus,Pine,1999
Rotylenchus,microstriatus,Citrus reticulata,1983
Rotylenchus,microstriatus,Citrus,1983
Xiphinema,elongatum,Fig,2019
Aphelenchoides,eldaricus,Pine,2017
Meloidogyne,ethiopica,Rice,2021
Meloidogyne,ethiopica,Potato,2021
Meloidogyne,ethiopica,Wheat,2021
Xiphinema,israeliae,Olive,2014
Belonolaimus,longicaudatus,Strawberry,2019
Meloidogyne,javanica,Tomato,2020
Meloidogyne,phaseoli,Eggplant,2013
Meloidogyne,javanica,Tomato,2011
Pratylenchus,thornei,Wheat,1999
Aphelenchoides,besseyi,Pine,2013
Globodera,rostochiensis,Potato,2004
Meloidogyne,incognita,Tomato,2015
Scutellonema,clavicaudatum,Sugarcane,2017
Scutellonema,clavicaudatum,Grass,2017
Pratylenchus,thornei,Rice,2020
Pratylenchus,thornei,Wheat,2020
Pratylenchus,haiduongensis,Carrot,2017
Pratylenchus,haiduongensis,Daucus carota,2017
Meloidogyne,incognita,Cowpea,1997
Meloidogyne,incognita,Vigna unguiculata,1997
Meloidogyne,incognita,Vigna species,1997
Heterodera,schachtii,Sugar Beet,2008
Heterodera,schachtii,Beet,2008
Paratrichodorus,lobatus,Citrus sinensis,1999
Paratrichodorus,lobatus,Brassica cultivars,1999
Paratrichodorus,lobatus,Orange,1999
Paratrichodorus,lobatus,Citrus,1999
Tylenchulus,semipenetrans,Brassica oleraceae,2004
Tylenchulus,semipenetrans,Brassica hirta,2004
Tylenchulus,semipenetrans,Broccoli,2004
Meloidogyne,incognita,Tomato,2011
Aphelenchoides,salixae,Willow,2017
Nacobbus,dorsalis,Potato,2010
Nacobbus,dorsalis,Tomato,2010
Aphelenchoides,kheirii,Pine,2018
Aphelenchoides,kheirii,Pinus nigra,2018
Longidorus,pius,Vitis vinifera,2011
Globodera,rostochiensis,Potato,2016
Helicotylenchus,indicus,Chickpea,1995
Helicotylenchus,indicus,Brassica campestris,1995
Ditylenchus,dipsaci,Pine,2013
Scutellonema,coffeae,Yam,1998
Scutellonema,coffeae,Tomato,1998
Meloidogyne,javanica,Soybean,2013
Meloidogyne,javanica,Tomato,2020
Bursaphelenchus,xylophilus,Pine,2011
Heterodera,hainanensis,Lemon,2013
Tylenchorhynchus,acutus,Wheat,1971
Tylenchorhynchus,acutus,Soybean,1971
Tylenchorhynchus,acutus,Corn,1971
Paratrichodorus,allius,Brassica plants,2011
Paratrichodorus,allius,Brassica crops,2011
Paratrichodorus,allius,Brassica green,2011
Heterodera,medicaginis,Alfalfa,2020
Meloidogyne,incognita,Rice,2020
Paratrichodorus,anemones,Tobacco,2006
Hemicycliophora,geraerti,Peach,2023
Hemicycliophora,geraerti,Prunus persica,2023
Pratylenchus,coffeae,Banana,2008
Meloidogyne,incognita,Tomato,2013
Meloidogyne,incognita,Solanum lycopersicum,2013
Bursaphelenchus,xylophilus,Pine,2013
Tylenchorhynchus,clarus,Wheat,2004
Globodera,rostochiensis,Potato,2016
Anguina,agrostis,Wheat,2015
Anguina,agrostis,Grass,2015
Longidorus,euonymu,Banana,2017
Xiphinema,oleae,Olive,2016
Pratylenchus,pinguicaudatus,Olive,2014
Rotylenchulus,parvus,Sugarcane,2016
Longidorus,iranicus,Grape,1983
Heterodera,cajani,Pea,2020
Heterodera,cajani,Sesame,2020
Heterodera,cajani,Rice,2020
Heterodera,cajani,Pigeon Pea,2020
Scutellonema,cephalidum,Rubber,1984
Pratylenchus,pseudocoffeae,Wheat,2021
Pratylenchus,pseudocoffeae,Corn,2021
Pratylenchus,pseudocoffeae,Sunflower,2021
Pratylenchus,pseudocoffeae,Rye,2021
Pratylenchus,pseudocoffeae,Soybean,2021
Pratylenchus,pseudocoffeae,Sorghum,2021
Dolichodorus,heterocephalus,Pine,1981
Dolichodorus,heterocephalus,Grass,1981
Criconemoides,humilis,Pinus edulis,1972
Heterodera,betae,Sugar Beet,2011
Heterodera,betae,Beet,2011
Heterodera,glycines,Glycine max,2014
Heterodera,glycines,Soybean,2014
Pratylenchus,goodeyi,Banana,1992
Scutellonema,transvaalense,Sugarcane,2017
Scutellonema,transvaalense,Grass,2017
Globodera,pallida,Brassica juncea,2011
Bursaphelenchus,luxuriosae,Pinus pinaster,2016
Bursaphelenchus,luxuriosae,Pine,2016
Heterodera,microulae,Lemon,2020
Meloidogyne,megatyla,Pinus taeda,1979
Bursaphelenchus,leoni,Pine,1998
Bursaphelenchus,leoni,Pinus radiata,1998
Aphelenchoides,fuchsi,Pine,2016
Heterodera,goettingiana,Corn,1997
Heterodera,goettingiana,Pea,1997
Heterodera,goettingiana,Sugar Beet,1997
Heterodera,goettingiana,Clover,1997
Heterodera,goettingiana,Soybean,1997
Heterodera,goettingiana,Beet,1997
Pratylenchus,thornei,Rice,2020
Pratylenchus,thornei,Wheat,2020
Pratylenchus,neglectus,Brassica spp,1998
Anguina,limberi,Wheat,2002
Anguina,limberi,Barley,2002
Anguina,limberi,Corn,2002
Anguina,limberi,Tomato,2002
Anguina,limberi,Eggplant,2002
Anguina,limberi,Potato,2002
Anguina,limberi,Beet,2002
Meloidogyne,hapla,Tomato,2011
Meloidogyne,incognita,Tomato,2015
Meloidogyne,incognita,Tomato,2016
Meloidogyne,incognita,Solanum lycopersicum,2016
Nanidorus,minor,Kiwi,2022
Pratylenchus,kumamotoensis,Chrysanthemum,2007
Meloidogyne,incognita,Tomato,2011
Rotylenchus,gracilidens,Yam,2019
Meloidogyne,incognita,Tomato,2014
Bursaphelenchus,hellenicus,Pinus nigra,2000
Bursaphelenchus,hellenicus,Pinus halepensis,2000
Bursaphelenchus,hellenicus,Pinus pinaster,2000
Bursaphelenchus,hellenicus,Pinus sylvestris,2000
Bursaphelenchus,hellenicus,Pine,2000
Bursaphelenchus,hellenicus,Pinus brutia,2000
Heterodera,pakistanensis,Lemon,1986
Heterodera,pakistanensis,Triticum aestivum,1986
Heterodera,pakistanensis,Wheat,1986
Meloidogyne,arenaria,Tomato,2011
Meloidogyne,aegracyperi,Ryegrass,2019
Meloidogyne,aegracyperi,Wheat,2019
Meloidogyne,aegracyperi,Barley,2019
Anguina,microlaenae,Ryegrass,2001
Anguina,microlaenae,Grass,2001
Meloidogyne,javanica,Tomato,2020
Hoplolaimus,tylenchiformis,Sugarcane,1960
Meloidogyne,javanica,Tomato,2020
Aphelenchoides,besseyi,Pine,2013
Longidorus,ferrisi,Citrus,2009
Tylenchorhynchus,dubius,Trifolium spp,2011
Tylenchorhynchus,dubius,Grass,2011
Aphelenchoides,fuchsi,Pine,2016
Pratylenchus,pratensis,Cotton,2017
Pratylenchus,pratensis,Banana,2017
Globodera,rostochiensis,Potato,2021
Bursaphelenchus,xylophilus,Pine,2013
Helicotylenchus,multicinctus,Banana,2000
Meloidogyne,incognita,Tomato,2014
Meloidogyne,incognita,Eggplant,2021
Meloidogyne,incognita,Solanum melongena,2021
Longidorus,ferrisi,Citrus,2009
Meloidogyne,californiensis,Rice,1993
Meloidogyne,californiensis,Oat,1993
Meloidogyne,californiensis,Wheat,1993
Meloidogyne,incognita,Tomato,2006
Hemicycliophora,gigas,Sugarcane,1960
Tylenchorhynchus,teeni,Fig,1984
Xiphinema,bakeri,Soybean,1974
Xiphinema,bakeri,Tobacco,1974
Xiphinema,bakeri,Tomato,1974
Meloidogyne,incognita,Beta vulgaris,2020
Meloidogyne,incognita,Beetroot,2020
Pratylenchus,penetrans,Apple,2011
Heterodera,glycines,Soybean,2002
Longidorus,cretensis,Olive,2001
Heterodera,avenae,Wheat,2012
Heterodera,avenae,Triticum durum,2012
Radopholus,oryzae,Pepper,2019
Radopholus,oryzae,Citrus,2019
Radopholus,oryzae,Tea,2019
Radopholus,oryzae,Potato,2019
Radopholus,oryzae,Sweet Potato,2019
Radopholus,similis,Pine,2013
Rotylenchus,incultus,Yam,2019
Bursaphelenchus,xylophilus,Pinus pinaster,2020
Bursaphelenchus,xylophilus,Pine,2020
Dolichodorus,marylandicus,Pine,1981
Dolichodorus,marylandicus,Grass,1981
Meloidogyne,incognita,Rice,2020
Pratylenchus,penetrans,Apple,2011
Globodera,Pallida,Potato,2023
Ditylenchus,oncogenus,Solanum tuberosum,2015
Ditylenchus,oncogenus,Potato,2015
Ditylenchus,oncogenus,Bean,2015
Helicotylenchus,dihystera,Rice,1999
Helicotylenchus,dihystera,Oryza glaberrima,1999
Meloidogyne,morocciensis,Tomato,2020
Meloidogyne,morocciensis,Solanum lycopersicum,2020
Meloidogyne,javanica,Tomato,2011
Meloidogyne,daklakensis,Coffea canephora,2018
Meloidogyne,daklakensis,Coffee,2018
Meloidogyne,incognita,Wheat,2020
Meloidogyne,incognita,Rice,2020
Hemicycliophora,gigas,Sugarcane,1960
Radopholus,daklakensis,Coffee,2012
Aphelenchoides,gorganensis,Oak,2017
Aphelenchoides,gorganensis,Rose,2017
Meloidogyne,incognita,Rice,2020
Aphelenchoides,tabarestanensis,Pine,2019
Aphelenchoides,tabarestanensis,Pinus brutia,2019
Anguina,funesta,Wheat,2015
Anguina,funesta,Grass,2015
Hirschmanniella,miticausa,Yam,1988
Hirschmanniella,miticausa,Cassava,1988
Hirschmanniella,miticausa,Taro,1988
Hirschmanniella,miticausa,Pepper,1988
Hirschmanniella,miticausa,Rice,1988
Hirschmanniella,miticausa,Citrus,1988
Hirschmanniella,miticausa,Potato,1988
Hirschmanniella,miticausa,Tobacco,1988
Hirschmanniella,miticausa,Sweet Potato,1988
Hirschmanniella,miticausa,Sugarcane,1988
Hirschmanniella,miticausa,Banana,1988
Hirschmanniella,miticausa,Ginger,1988
Rotylenchulus,reniformis,Pine,2013
Dolichodorus,mediterraneus,Quercus suber,2007
Dolichodorus,mediterraneus,Oak,2007
Pratylenchus,thornei,Wheat,2010
Bursaphelenchus,xylophilus,Pine,2011
Aphelenchoides,paraxui,Quercus brantii,2017
Aphelenchoides,paraxui,Oak,2017
Nacobbus,aberrans,Pine,2013
Pratylenchus,agilis,Corn,1991
Tylenchorhynchus,annulatus,Sugarcane,1999
Scutellonema,siamense,Sugarcane,2017
Scutellonema,siamense,Grass,2017
Helicotylenchus,digonicus,Medicago minima,2002
Helicotylenchus,digonicus,Grass,2002
Meloidogyne,incognita,Eucalyptus meliodora,2010
Meloidogyne,incognita,Eucalyptus,2010
Bursaphelenchus,xylophilus,Pine,2013
Tylenchulus,floridensis,Sugarcane,2012
Tylenchulus,floridensis,Orange,2012
Tylenchulus,floridensis,Banana,2012
Bursaphelenchus,sycophilus,Fig,2014
Radopholus,simiLis,Banana,1984
Radopholus,simiLis,Musa spp,1984
Scutellonema,magniphasma,Coconut,2014
Hemicycliophora,oostenbrinki,Rice,1999
Helicotylenchus,scoticus,Grass,1985
Heterodera,iri,Clover,1975
Anguina,woodi,Grass,2023
Hoplolaimus,columbus,Glycine max,1984
Hoplolaimus,columbus,Soybean,1984
Aphelenchoides,cibolensis,Pinus edulis,1972
Meloidogyne,ornatum,Peanut,1998
Meloidogyne,enterolobii,Tomato,2020
Meloidogyne,enterolobii,Solanum lycopersicum,2020
Meloidogyne,javanica,Tomato,2011
Heterodera,hainanensis,Lemon,2013
Pratylenchus,coffeae,Banana,2008
Hemicycliophora,geraerti,Peach,2023
Hemicycliophora,geraerti,Prunus persica,2023
Bursaphelenchus,xylophilus,Pine,2021
Hemicycliophora,thornei,Grass,2012
Radopholus,similis,Pine,2013
Bursaphelenchus,mucronatus,Pine,1993
Bursaphelenchus,mucronatus,Pinus thunbergii,1993
Heterodera,mediterranea,Olive,1993
Radopholus,musicola,Banana,2001
Radopholus,musicola,Musa acuminata,2001
Pratylenchus,lentis,Cotton,2017
Pratylenchus,lentis,Banana,2017
Hemicycliophora,ahvasiensis,Palm,2020
Globodera,rostochiensis,Tomato,2012
Globodera,rostochiensis,Solanum pimpinellifolium,2012
Scutellonema,clathricaudatum,Wheat,2010
Scutellonema,clathricaudatum,Barley,2010
Scutellonema,clathricaudatum,Millet,2010
Scutellonema,clathricaudatum,Maize,2010
Scutellonema,clathricaudatum,Sorghum,2010
Trichodorus,primitivus,Potato,2002
Trichodorus,primitivus,Tobacco,2002
Trichodorus,primitivus,Asparagus,2002
Heterodera,sacchari,Oryza sativa,2013
Xiphinema,barooghii,Triticum aestivum,2019
Xiphinema,barooghii,Wheat,2019
Rotylenchus,rhomboides,Yam,2019
Aphelenchoides,besseyi,Rice,2021
Xiphinema,meridianum,Olive,2016
Scutellonema,transvaalense,Sugarcane,2017
Scutellonema,transvaalense,Grass,2017
Heterodera,glycines,Soybean,1998
Ditylenchus,dipsaci,Clover,1999
Ditylenchus,dipsaci,Trifolium repens,1999
Radopholus,simiLis,Banana,1984
Radopholus,simiLis,Musa spp,1984
Aphelenchoides,limberi,Grape,2010
Bursaphelenchus,hellenicus,Pinus und,2001
Bursaphelenchus,antoniae,Pinus pinaster,2006
Bursaphelenchus,antoniae,Pine,2006
Pratylenchus,neglectus,Pea,2008
Pratylenchus,neglectus,Wheat,2008
Pratylenchus,neglectus,Barley,2008
Radopholus,duriophilus,Carrot,2004
Radopholus,duriophilus,Coffea arabica,2004
Paratrichodorus,anemones,Tobacco,2006
Anguina,woodi,Grass,2004
Meloidogyne,incognita,Tomato,2006
Meloidogyne,enterolobii,Pepper,2009
Meloidogyne,enterolobii,Tomato,2009
Meloidogyne,incognita,Eggplant,2021
Meloidogyne,incognita,Solanum melongena,2021
Pratylenchus,renifer,Blueberry,2012
Belonolaimus,longicaudatus,Vigna radiata,1986
Belonolaimus,longicaudatus,Bean,1986
Heterodera,oryzae,Rice,1974
Meloidogyne,incognita,Tomato,2020
Anguina,radicicola,Wheat,2007
Anguina,radicicola,Grass,2007
Heterodera,schachtii,Beet,2010
Bursaphelenchus,aberrans,Pinus massoniana,2002
Meloidogyne,incognita,Tomato,2020
Heterodera,glycines,Soybean,2002
Meloidogyne,incognita,Rice,2020
Anguina,agrostis,Grass,2020
Pratylenchus,bolivianus,Tea,2021
Xiphinema,bernardi,Maple,2009
Pratylenchus,coffeae,Soybean,1979
Meloidogyne,incognita,Tomato,2015
Ditylenchus,destructor,Garlic,2020
Meloidogyne,incognita,Cucumber,2020
Meloidogyne,incognita,Tomato,2020
Meloidogyne,chitwoodi,Potato,2018
Pratylenchus,alleni,Wheat,2021
Pratylenchus,alleni,Corn,2021
Pratylenchus,alleni,Sunflower,2021
Pratylenchus,alleni,Rye,2021
Pratylenchus,alleni,Soybean,2021
Pratylenchus,alleni,Sorghum,2021
Meloidogyne,incognita,Tomato,2013
Xiphinema,luci,Olive,2016
Heterodera,weissi,Lettuce,1977
Meloidogyne,incognita,Eucalyptus meliodora,2010
Meloidogyne,incognita,Eucalyptus,2010
Heterodera,schachtii,Sugar Beet,1997
Heterodera,schachtii,Beta vulgaris,1997
Heterodera,schachtii,Beet,1997
Bursaphelenchus,xylophilus,Pine,2013
Heterodera,glycines,Soybean,2002
Meloidogyne,incognita,Eucalyptus meliodora,2010
Meloidogyne,incognita,Eucalyptus,2010
Meloidogyne,microcephala,Rice,2012
Meloidogyne,microcephala,Corn,2012
Bursaphelenchus,xylophilus,Pinus pinaster,2020
Bursaphelenchus,xylophilus,Pine,2020
Bursaphelenchus,cocophilus,Palm,2013
Bursaphelenchus,cocophilus,Coconut,2013
Meloidogyne,incognita,Tomato,2020
Longidorus,elongatus,Grass,2022
Hemicycliophora,conida,Palm,2020
Radopholus,arabocoffeae,Carrot,2004
Radopholus,arabocoffeae,Coffea arabica,2004
Globodera,millefolii,Potato,1999
Tylenchorhynchus,ewingi,Cotton,1989
Tylenchorhynchus,ewingi,Soybean,1989
Pratylenchus,gutierrezi,Banana,2016
Pratylenchus,gutierrezi,Coffee,2016
Meloidogyne,incognita,Tomato,2013
Meloidogyne,petuniae,Tomato,2020
Meloidogyne,petuniae,Solanum lycopersicum,2020
Heterodera,glycines,Soybean,2012
Meloidogyne,javanica,Tomato,2011
Meloidogyne,enterolobii,Tomato,2011
Xiphinema,chambersi,Cotton,1989
Xiphinema,chambersi,Soybean,1989
Bursaphelenchus,xylophilus,Pine,2011
Xiphinema,pseudocoxi,Maize,1989
Xiphinema,pseudocoxi,Wheat,1989
Meloidogyne,platani,Tobacco,1982
Pratylenchus,floridensis,Grass,2010
Hoplolaimus,stephanus,Grass,2022
Pratylenchus,neglectus,Wheat,2010
Rotylenchus,robustus,Orange,1981
Rotylenchus,robustus,Potato,1981
Rotylenchus,robustus,Grass,1981
Rotylenchus,robustus,Wheat,1981
Meloidogyne,incognita,Tomato,2014
Meloidogyne,pini,Pine,1985
Meloidogyne,pini,Pinus clausa,1985
Heterodera,graminophila,Rice,2020
Heterodera,graminophila,Wheat,2020
Longidorus,brevicaudatus,Maize,2020
Meloidogyne,chitwoodi,Potato,2020
Dolichodorus,similis,Pine,1981
Dolichodorus,similis,Grass,1981
Radopholus,citrophilus,Banana,2014
Radopholus,citrophilus,Citrus,2014
Trichodorus,lownsberyi,Peach,2021
Trichodorus,lownsberyi,Quercus crassipes,2021
Trichodorus,lownsberyi,Oak,2021
Heterodera,mani,Grass,2011
Longidorus,pseudoelongatus,Olive,2014
Hoplolaimus,columbus,Corn,1976
Hoplolaimus,columbus,Cotton,1976
Hoplolaimus,columbus,Bean,1976
Hoplolaimus,columbus,Potato,1976
Hoplolaimus,columbus,Soybean,1976
Hoplolaimus,columbus,Sweet Potato,1976
Pratylenchus,teres,Soybean,2021
Bursaphelenchus,juglandis,Walnut,2021
Meloidogyne,petuniae,Peanut,1999
Meloidogyne,petuniae,Corn,1999
Meloidogyne,petuniae,Pepper,1999
Meloidogyne,petuniae,Pea,1999
Meloidogyne,petuniae,Cotton,1999
Meloidogyne,petuniae,Tomato,1999
Meloidogyne,petuniae,Bean,1999
Meloidogyne,petuniae,Tobacco,1999
Meloidogyne,petuniae,Soybean,1999
Aphelenchoides,kheirii,Pine,2018
Aphelenchoides,kheirii,Pinus nigra,2018
Longidorus,biformis,Soybean,2004
Meloidogyne,incognita,Beet,2010
Heterodera,glycines,Soybean,1998
Meloidogyne,hispanica,Potato,2012
Meloidogyne,hispanica,Solanum sisymbriifolium,2012
Aphelenchoides,medicagus,Medicago sativa,2019
Rotylenchus,phaliurus,Banana,1979
Rotylenchulus,reniformis,Cotton,2007
Xiphinema,basiri,Brassica species,2016
Xiphinema,basiri,Solanum tuberosum,2016
Xiphinema,basiri,Potato,2016
Hoplolaimus,indicus,Banana,2010
Pratylenchus,gutierrezi,Allium cepa,2022
Pratylenchus,gutierrezi,Lily,2022
Pratylenchus,gutierrezi,Pepper,2022
Pratylenchus,gutierrezi,Rice,2022
Pratylenchus,gutierrezi,Coffea arabica,2022
Pratylenchus,gutierrezi,Onion,2022
Pratylenchus,gutierrezi,Musa paradisiaca,2022
Pratylenchus,gutierrezi,Strawberry,2022
Pratylenchus,gutierrezi,Solanum tuberosum,2022
Pratylenchus,gutierrezi,Potato,2022
Pratylenchus,gutierrezi,Saccharum officinarum,2022
Pratylenchus,gutierrezi,Sugarcane,2022
Pratylenchus,gutierrezi,Banana,2022
Pratylenchus,gutierrezi,Oryza sativa,2022
Pratylenchus,gutierrezi,Coffee,2022
Ditylenchus,dipsaci,Alfalfa,2008
Ditylenchus,dipsaci,Medicago sativa,2008
Globodera,rostochiensis,Tomato,2012
Globodera,rostochiensis,Solanum pimpinellifolium,2012
Rotylenchus,cypriensis,Cherry,2020
Rotylenchus,cypriensis,Sunflower,2020
Rotylenchus,cypriensis,Apple,2020
Rotylenchus,cypriensis,Olive,2020
Rotylenchus,cypriensis,Almond,2020
Rotylenchus,cypriensis,Walnut,2020
Rotylenchus,cypriensis,Pear,2020
Rotylenchus,cypriensis,Peach,2020
Rotylenchulus,reniformis,Cotton,2007
Bursaphelenchus,xylophilus,Pine,2021
Pratylenchus,lentis,Lentil,2008
Pratylenchus,lentis,Faba Bean,2008
Pratylenchus,lentis,Barley,2008
Pratylenchus,lentis,Chickpea,2008
Pratylenchus,lentis,Alfalfa,2008
Pratylenchus,lentis,Wheat,2008
Pratylenchus,lentis,Pepper,2008
Pratylenchus,lentis,Pea,2008
Pratylenchus,lentis,Sunflower,2008
Pratylenchus,lentis,Tomato,2008
Pratylenchus,lentis,Bean,2008
Pratylenchus,lentis,Eggplant,2008
Helicotylenchus,microcephalus,Grass,1976
Longidorus,iranicus,Palm,2012
Longidorus,iranicus,Pine,2012
Longidorus,iranicus,Pinus sylvestris,2012
Bursaphelenchus,xylophilus,Pine,2013
Xiphinema,americanum,Cherry,1990
Xiphinema,americanum,Cucumber,1990
Xiphinema,americanum,Tomato,1990
Xiphinema,americanum,Prunus besseyi,1990
Xiphinema,americanum,Tobacco,1990
Xiphinema,americanum,Prunus necrotic,1990
Xiphinema,americanum,Peach,1990
Radopholus,similis,Pine,2013
Meloidogyne,javanica,Tomato,2011
Rotylenchulus,reniformis,Cotton,1996
Pratylenchus,brachyurus,Rice,1999
Xiphinema,index,Medicago plant,2020
Xiphinema,index,Tomato,2020
Xiphinema,index,Medicago species,2020
Xiphinema,celtiense,Olive,2016
Trichodorus,eburneus,Rice,1999
Meloidogyne,incognita,Beta vulgaris,2020
Meloidogyne,incognita,Beetroot,2020
Longidorus,piceicola,Oak,2017
Meloidogyne,incognita,Tomato,2015
Helicotylenchus,pseudorobustus,Soybean,1986
Bursaphelenchus,xylophilus,Pine,2008
Meloidogyne,cruciani,Banana,2005
Globodera,pallida,Potato,2000
Meloidogyne,javanica,Cucumber,2020
Meloidogyne,javanica,Cucumis sativus,2020
Meloidogyne,javanica,Tomato,2020
Meloidogyne,javanica,Strawberry,2020
Meloidogyne,javanica,Cucumis melo,2020
Hemicycliophora,thornei,Grass,2012
Longidorus,danuvii,Quercus petraea,2007
Xiphinema,campinense,Peach,1960
Radopholus,similis,Pine,2013
Heterodera,aucklandica,Grass,1995
Pratylenchus,vulnus,Soybean,1979
Dolichodorus,aestuarius,Pine,1981
Dolichodorus,aestuarius,Grass,1981
Pratylenchus,penetrans,Apple,2011
Belonolaimus,maritimus,Glycine max,2010
Belonolaimus,maritimus,Soybean,2010
Belonolaimus,maritimus,Corn,2010
Meloidogyne,Paranaensis,Soybean,2012
Helicotylenchus,erythrinae,Garlic,2023
Heterodera,glycines,Soybean,2010
Heterodera,glycines,Beet,2010
Meloidogyne,microtyla,Vitis labrusca,2019
Rotylenchulus,reniformis,Pine,2013
Meloidogyne,incognita,Tomato,2006
Heterodera,avenae,Rye,2020
Heterodera,avenae,Wheat,2020
Heterodera,avenae,Triticale,2020
Heterodera,raskii,Grass,1984
Rotylenchulus,variabilis,Maize,2000
Rotylenchulus,variabilis,Bean,2000
Globodera,rostochiensis,Potato,2020
Anguina,tritici,Wheat,2005
Heterodera,schachtii,Sugar Beet,2016
Heterodera,schachtii,Beet,2016
Bursaphelenchus,xylophilus,Pine,2021
Pratylenchus,subpenetrans,Chrysanthemum,2006
Rotylenchulus,reniformis,Pine,2013
Aphelenchoides,paraxui,Quercus brantii,2017
Aphelenchoides,paraxui,Oak,2017
Bursaphelenchus,mucronatus,Pine,2000
Pratylenchus,pseudopratensis,Maize,2001
Pratylenchus,pseudopratensis,Phaseolus vulgaris,2001
Pratylenchus,pseudopratensis,Bean,2001
Meloidogyne,oteifae,Coffea arabica,2017
Hirschmanniella,zostericola,Rice,2018
Pratylenchus,goodeyi,Banana,2014
Helicotylenchus,multicinctus,Banana,2014
Heterodera,lespedezae,Clover,1989
Ditylenchus,destructor,Garlic,2020
Hoplolaimus,aegypti,Gossypium barbadense,2001
Hoplolaimus,aegypti,Acacia,2001
Hoplolaimus,aegypti,Citrus sinensis,2001
Hoplolaimus,aegypti,Musa sapentium,2001
Hoplolaimus,aegypti,Citrus,2001
Hoplolaimus,aegypti,Citrus limon,2001
Hoplolaimus,aegypti,Citrus aurantifolia,2001
Hoplolaimus,aegypti,Citrus paradisi,2001
Hoplolaimus,aegypti,Saccharum officinarum,2001
Hoplolaimus,aegypti,Eucalyptus microtheca,2001
Hoplolaimus,aegypti,Sugarcane,2001
Hoplolaimus,aegypti,Eucalyptus,2001
Hoplolaimus,aegypti,Sorghum,2001
Pratylenchus,neglectus,Wheat,2010
Criconemoides,humilis,Pinus edulis,1972
Helicotylenchus,dihystera,Grass,2012
Heterodera,glycines,Soybean,2020
Globodera,ellingtonae,Potato,2020
Meloidogyne,chitwoodi,Tomato,2011
Longidorus,silvae,Vitis vinifera,2011
Meloidogyne,oleae,Olive,2018
Bursaphelenchus,xylophilus,Pine,2021
Tylenchorhynchus,indicus,Cowpea,2011
Tylenchorhynchus,indicus,Tomato,2011
Helicotylenchus,multicinctus,Banana,1977
Meloidogyne,incognita,Eucalyptus meliodora,2010
Meloidogyne,incognita,Eucalyptus,2010
Meloidogyne,incognita,Tomato,2013
Scutellonema,clavicaudatum,Sugarcane,2017
Scutellonema,clavicaudatum,Grass,2017
Dolichodorus,mediterraneus,Quercus suber,2007
Dolichodorus,mediterraneus,Oak,2007
Meloidogyne,indica,Tomato,2019
Hoplolaimus,galeatus,Grass,2012
Bursaphelenchus,xylophilus,Pinus pinaster,2020
Bursaphelenchus,xylophilus,Pine,2020
Pratylenchus,vulnus,Grape,1989
Globodera,pallida,Brassica juncea,2011
Meloidogyne,partityla,Pecan,2020
Belonolaimus,maritimus,Glycine max,2010
Belonolaimus,maritimus,Soybean,2010
Belonolaimus,maritimus,Corn,2010
Ditylenchus,oncogenus,Solanum tuberosum,2015
Ditylenchus,oncogenus,Potato,2015
Ditylenchus,oncogenus,Bean,2015
Pratylenchus,jaehni,Lemon,2011
Pratylenchus,jaehni,Orange,2011
Pratylenchus,jaehni,Citrus,2011
Tylenchorhynchus,goffarti,Palm,2013
Bursaphelenchus,xylophilus,Pinus pinaster,2020
Bursaphelenchus,xylophilus,Pine,2020
Pratylenchus,thornei,Wheat,2010
Meloidogyne,paranaensis,Peanut,1996
Meloidogyne,paranaensis,Pepper,1996
Meloidogyne,paranaensis,Cotton,1996
Meloidogyne,paranaensis,Tomato,1996
Meloidogyne,paranaensis,Tobacco,1996
Meloidogyne,paranaensis,Coffee,1996
Meloidogyne,incognita,Tomato,2016
Meloidogyne,incognita,Solanum lycopersicum,2016
Longidorus,juglans,Walnut,2017
Meloidogyne,javanica,Tomato,2020
Pratylenchus,scribneri,Apple,2011
Rotylenchus,unisexus,Coffee,2023
Meloidogyne,pini,Pine,1985
Meloidogyne,pini,Pinus clausa,1985
Bursaphelenchus,cocophilus,Palm,2020
Rotylenchulus,parvus,Soybean,2021
Anguina,agrostis,Ryegrass,1995
Anguina,agrostis,Fescue,1995
Anguina,agrostis,Grass,1995
Anguina,agrostis,Sorghum,1995
Meloidogyne,aegracyperi,Ryegrass,2019
